TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
52,0,5.2,0,52.5,,mason,finisher,worker,,
58,0.1,4.5,0.2,3.5,,supervisor,worker,,,
53,0.3,0.9,1.1,4.4,,tool,die,makers,,
52,0.4,12.5,2.1,20.1,,repairer,,,,
218,0.6,7.5,1.4,15.7,,technician,mechanic,,,
126,0.6,2.7,0,55.1,,installer,taper,,,
203,0.7,4.2,1.1,51.2,,roofer,,,,
130,0.7,2.5,0.3,41,,brickmason,blockmason,stonemason,,
72,0.7,12.3,1.9,16,,operator,,,,
316,0.8,6.2,0.6,15.9,,mechanic,specialist,,,
97,1.1,8.6,0.8,9.9,,worker,,,,
553,1.1,7.9,3.2,20.8,,pipelayer,plumber,pipefitter,steamfitter,
117,1.1,5.7,1.7,12.6,,installer,repairer,,,
66,1.2,3.6,0.8,8.7,,millwrights,,,,
384,1.2,7.4,2.5,16.9,,mechanic,installer,,,
352,1.4,5.8,0.6,16.5,,engineer,operator,,,
168,1.5,3.3,2.2,32.9,,repairer,,,,
1164,1.6,5.4,1.4,27.3,,carpenter,,,,
730,1.8,7.5,2,17.3,,electrician,,,,
863,1.8,11.4,4,21.7,,technician,mechanic,,,
98,1.8,11.6,0.9,31.6,,mechanic,installer,repairer,,
67,2.1,8.6,0,6.9,,worker,,,,
631,2.1,3.5,1.2,15.7,,supervisor,worker,,,
162,2.2,7.9,9,9,,mechanic,technician,,,
50,2.5,15.6,0.1,37.7,,worker,,,,
95,2.5,4.3,1.4,39.6,,worker,,,,
7130,2.6,6.2,1.6,31,,construction,extraction,occupations,,
183,2.8,13.5,3,15.5,,installer,repairer,,,
63,2.9,14,0.1,43.9,,helper,,,,
72,3.5,10,1.9,20.3,,installer,,,,
77,3.5,11.8,1.5,19.3,,worker,,,,
142,3.5,4.3,1.5,46.3,,installer,finisher,,,
306,3.5,11.4,0.7,8.5,,firefighter,,,,
1536,3.6,6.8,1.9,44.3,,laborer,,,,
462,4,10.4,2.7,19.3,,worker,,,,
4964,4.2,8.5,3.2,17,,installation,maintenance,repair,occupations,
437,4.6,4.6,3.3,12.8,,mechanic,,,,
13058,4.6,7,2.2,26.6,,natural,resources,construction,maintenance,occupations
575,4.6,8.1,3.3,22.9,,worker,,,,
1327,4.7,7.4,1.3,44.8,,worker,,,,
108,4.8,15.3,1.8,24.7,,collector,,,,
58,5,4.4,0.4,21.3,,operator,,,,
85,5.1,3.6,2.3,12.6,,programmer,operator,,,
54,5.1,2.5,4.6,19.9,,installer,repairer,,,
3252,5.2,15.3,2.3,18.9,,driver,worker,,,
