TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
122,0.1,5.8,0.3,43.2,,brickmason,blockmason,stonemason,,
129,0.3,2.7,0,62,,installer,taper,,,
65,0.3,3.8,0,17.2,,operator,,,,
64,0.5,10.7,0,6.6,,supervisor,worker,,,
50,0.5,11.6,4.3,13.2,,installer,repairer,,,
316,0.5,8.6,1.3,13.4,,mechanic,specialist,,,
56,0.8,3.1,5.6,4.3,,tool,die,makers,,
194,1,5.4,2,17.3,,technician,mechanic,,,
867,1.2,9.6,4.7,21.3,,technician,mechanic,,,
348,1.3,6,0.2,17.1,,engineer,operator,,,
534,1.3,6.6,1.5,20.9,,pipelayer,plumber,pipefitter,steamfitter,
56,1.4,4.9,0.2,12.2,,mechanic,,,,
108,1.5,11,0.1,12.4,,worker,,,,
196,1.5,7,0.5,45.1,,roofer,,,,
153,1.6,7.5,5.4,14.3,,mechanic,technician,,,
1223,1.6,4.2,1.9,29,,carpenter,,,,
340,1.6,7.1,3.2,16.2,,mechanic,installer,,,
140,1.8,5.7,2.3,25.3,,repairer,,,,
87,1.8,8,0,31.4,,mechanic,installer,repairer,,
692,1.8,6,2.3,14.8,,electrician,,,,
454,1.9,4.5,2.9,13.3,,mechanic,,,,
442,2.2,8.4,3.2,19.4,,worker,,,,
150,2.2,8.8,0.4,37.8,,installer,finisher,,,
110,2.4,7.8,0.3,7.9,,installer,repairer,,,
7005,2.5,6.2,1.6,28.9,,construction,extraction,occupations,,
68,2.7,5.8,3.1,53.3,,mason,finisher,worker,,
65,2.8,6.5,0,15.8,,worker,,,,
634,2.8,4.5,1.3,14,,supervisor,worker,,,
1387,2.9,8.4,2,41.2,,laborer,,,,
4821,3.2,8.4,3,16.6,,installation,maintenance,repair,occupations,
295,3.4,7.7,1.1,9.9,,firefighter,,,,
205,3.6,5.9,1.4,21.2,,worker,,,,
397,3.8,4.5,4.9,11.7,,machinist,,,,
62,4,12.3,0.9,12.2,,operator,,,,
129,4.1,2.7,2.5,5,,pilot,engineer,,,
77,4.3,5.3,2.5,13.5,,technician,,,,
12821,4.3,7,2.1,25.5,,natural,resources,construction,maintenance,occupations
72,4.5,8.4,1.7,19.6,,operator,,,,
288,4.5,6.3,12.3,4.9,,engineer,,,,
53,4.5,12.1,1.3,38.4,,helper,,,,
75,4.5,5.6,1,26.2,,worker,,,,
123,4.6,3.2,1.7,12.1,,worker,,,,
73,4.7,7.7,0.1,20.4,,worker,,,,
177,4.8,11.2,1.9,15.7,,installer,repairer,,,
593,4.8,8.7,2.6,23,,worker,,,,
1298,5.1,8.7,1.7,44.4,,worker,,,,
3201,5.4,14,1.6,19.3,,driver,worker,,,
485,5.5,5.5,2,42.6,,painters,construction,maintenance,,
121,5.5,10.4,4.3,13.8,,engineer,operator,,,
52,5.6,16.2,0.7,12.5,,conductor,,,,
158,5.8,11.2,3.2,13.8,,installer,repairer,,,
292,5.9,11.3,1,10.4,,supervisor,installer,repairer,mechanic,
983,6.4,3.7,2.2,9.4,,manager,,,,
53,6.4,2.1,1.4,6.7,,millwrights,,,,
106,6.6,24.9,1.4,29.4,,collector,,,,
54,6.6,13.7,0.7,21.8,,operator,,,,
537,7.4,18.4,1.6,31.3,,operator,,,,
281,7.6,6.6,1.1,19.8,,supervisor,worker,,,
118,7.8,5.5,2.1,7.7,,inspector,,,,
127,8.1,10,14.6,4.6,,architect,,,,
67,8.4,6.4,3.3,17.1,,programmer,operator,,,
108,8.4,4.1,1.6,12.6,,technician,operator,,,
335,9,3.5,16.6,6.7,,engineer,,,,
119,9,1.8,13.4,4.6,,engineer,,,,
94,9.2,12.9,5.2,12.5,,attendant,,,,
296,10.7,10.8,7.2,9.9,,teller,repairer,,,
120,10.9,2.8,7.7,2.9,,manager,,,,
81,11.6,23.5,5.3,35.5,,attendant,,,,
114,11.7,1.5,2,6.8,,estimator,,,,
657,12.6,12.8,3.1,13.8,,officer,,,,
336,13.2,24.8,13.8,16,,driver,,,,
359,13.2,3.9,15.4,5.9,,engineer,,,,
106,13.3,8.3,4.1,12.3,,salesperson,,,,
63,13.3,14.4,1.4,10.5,,operator,,,,
2846,13.7,5.6,10.8,7.4,,architecture,engineering,occupations,,
358,13.7,5.4,9,3.7,,engineer,,,,
50,14.1,7.8,4.2,23.9,,supervisor,worker,,,
100,15,14.5,6.8,18.4,,worker,,,,
52,15.1,11.8,14.2,4,,analyst,,,,
91,15.1,8.5,20.8,6.5,,engineer,,,,
150,15.1,5.7,4.3,34.9,,worker,,,,
315,15.2,16.8,2.7,35.9,,cleaners,vehicles,equipment,,
112,15.2,9.2,4.4,10.6,,supervisor,,,,
213,15.5,13,2.4,16.9,,courier,messenger,,,
287,15.6,11.1,3.3,11.3,,manager,,,,
8540,15.9,15.9,2.7,21.7,,transportation,material,moving,occupations,
60,16,9.1,1.1,13.3,,repairer,,,,
68,16.2,4.5,0.8,10.7,,operator,,,,
395,16.3,10.8,5,12.3,,technician,drafter,,,
149,16.6,3,7.7,9.9,,drafter,,,,
201,17.2,10.1,3.4,15.6,,operator,,,,
261,17.6,3.4,5.1,11.4,,manager,,,,
71,17.7,5.9,9.3,6.7,,engineer,,,,
903,18.5,26.6,4.1,15.8,,guard,officer,,,
271,18.7,12.9,5.5,40.5,,dishwasher,,,,
1849,18.7,15.9,2.5,23,,laborer,mover,,,
197,18.8,6.2,9.6,10.5,,engineer,,,,
87,18.9,8.4,3.3,22.9,,operator,,,,
711,18.9,3.2,1.5,48.9,,worker,,,,
67,19.2,14.1,3.5,15.8,,worker,,,,
375,19.5,14.4,6.6,26,,worker,,,,
808,19.5,9.4,5.8,13.9,,supervisor,worker,,,
1084,19.7,4,29.4,5.2,,developer,,,,
408,20.5,11.2,4.2,6.1,,clergy,,,,
3096,20.9,17.2,2.7,13.7,,protective,service,occupations,,
57,21.4,4.4,5.6,10.7,,operator,editor,,,
403,21.5,11.9,14.2,18.6,,chef,cook,,,
16994,21.8,13.8,4.2,21.7,,production,transportation,material,moving,occupations
109,21.9,38.2,2.5,24.1,,barber,,,,
58,22.3,0,3.5,4,,chiropractors,,,,
480,22.5,5.9,17.3,5.3,,programmer,,,,
994,22.7,5.3,1.8,44.2,,farming,fishing,forestry,occupations,
200,23,13.5,4.4,18.4,,supervisor,worker,,,
311,23,13.5,7.9,41.6,,worker,,,,
195,23.5,1.3,6.2,8.2,,architect,,,,
