TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
62,0.3,8.6,7.4,13.2,,installer,repairer,,,
64,0.4,5.9,5.6,12.4,,installer,,,,
88,0.4,5.2,2.2,9.6,,worker,,,,
55,0.7,6,3.5,8.8,,worker,,,,
879,0.7,7.9,3.6,17.7,,technician,mechanic,,,
75,0.9,6.2,0.3,4.5,,millwrights,,,,
403,0.9,6.3,2.2,13.7,,installer,,,,
269,0.9,4.9,0.1,45.1,,roofer,,,,
58,1,4.1,0.4,12,,operator,,,,
365,1.1,7.6,1.7,12.7,,mechanic,specialist,,,
233,1.2,9.1,0.7,37.2,,brickmason,blockmason,stonemason,,
226,1.3,5.6,1.2,12.2,,technician,mechanic,,,
52,1.3,4.9,2.3,17.4,,glaziers,,,,
95,1.3,15.5,1.8,9.2,,engineer,operator,,,
103,1.4,6,0.3,6.3,,installer,repairer,,,
88,1.5,7.7,0.2,15.1,,worker,,,,
697,1.5,8.3,1,23,,pipelayer,plumber,pipefitter,steamfitter,
155,1.6,5,4.4,24.9,,repairer,,,,
912,1.7,5.9,1.2,14.3,,electrician,,,,
1824,1.9,5.6,1.8,26.9,,carpenter,,,,
52,1.9,4.5,0.6,36,,worker,,,,
126,2.1,7.8,2.8,11.7,,mechanic,technician,,,
258,2.1,5.1,1.1,43.3,,installer,finisher,,,
61,2.2,3.7,0.3,12.3,,operator,,,,
112,2.2,12.9,0.4,52.1,,mason,finisher,worker,,
88,2.2,8.9,2.3,16.5,,repairer,,,,
9535,2.7,6.7,1.2,29.9,,construction,extraction,occupations,,
411,2.7,7.4,0.4,15.1,,engineer,operator,,,
1771,2.7,8.6,1.7,44.6,,laborer,,,,
488,3.1,10.5,3.6,14.6,,worker,,,,
426,3.2,8.3,2.6,11.4,,mechanic,,,,
918,3.2,3.8,0.7,15.9,,worker,,,,
232,3.6,3.5,0.2,53.6,,installer,taper,,,
143,3.7,4.8,2.2,15.9,,worker,,,,
5245,3.9,8.3,3.1,13.8,,installation,maintenance,repair,occupations,
77,4,12.9,5.3,14.2,,worker,,,,
117,4.2,14,0.4,39.2,,helper,,,,
15740,4.2,7.1,1.9,25.2,,natural,resources,construction,maintenance,occupations
123,4.2,0.5,3,2,,pilot,engineer,,,
51,4.4,7.2,5.4,11.3,,repairer,,,,
422,5.2,5,5.2,13.9,,machinist,,,,
288,5.3,10,0.9,6.2,,fire,fighters,,,
3460,5.3,13.8,1.4,17.5,,driver,worker,,,
330,5.4,6.4,1.5,11.4,,repairer,,,,
577,5.6,7.3,2.8,20.3,,worker,,,,
1332,5.9,7.5,1.7,44.4,,worker,,,,
53,5.9,8.8,3.4,11.3,,conductor,,,,
571,5.9,23,1.5,23.8,,operator,,,,
234,5.9,4.3,2,19.3,,worker,,,,
79,6.4,23.8,0.7,24.1,,collector,,,,
91,6.5,4.4,3.6,19.3,,carpenter,,,,
714,6.9,5.6,1.5,41,,painters,construction,maintenance,,
90,7,8.2,8.7,15.8,,attendant,,,,
296,7.3,4.2,12.1,3.8,,engineer,,,,
227,7.5,13.5,1.1,14.9,,installer,repairer,,,
114,8,2.8,8.1,1.5,,manager,,,,
1176,8.1,2.6,1.5,9.2,,manager,,,,
198,8.5,8,2.6,19.7,,worker,,,,
347,8.6,6.9,13.5,4.1,,engineer,,,,
55,8.7,7.1,0.4,4,,programmer,operator,,,
56,9.2,4.2,2.2,10.6,,worker,,,,
