TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
54,0,5.1,,17.8,,worker,,,,
156,0.1,5.9,,5.4,,mechanic,,,,
162,0.2,17.2,,14.8,,brickmason,stonemason,,,
336,0.3,9,,9.2,,mechanic,,,,
59,0.3,7.7,,19.7,,tile,setters,hard,soft,
103,0.4,4.8,,19.4,,installer,,,,
80,0.5,27.6,,22.5,,finisher,,,,
126,0.6,6,,5.8,,installer,repairer,,,
75,0.7,7.1,,2,,timber,cutting,logging,occupations,
1831,1,7.9,,11.2,,mechanic,repairer,,,
137,1.1,11.3,,6,,mechanic,,,,
208,1.2,7.2,,13.6,,repairer,,,,
889,1.2,7.6,,13.9,,mechanic,,,,
89,1.2,7.1,,0.9,,millwrights,,,,
197,1.3,9.9,,18.6,,roofer,,,,
1220,1.3,6.2,,9.9,,carpenter,,,,
304,1.3,4.3,,7,,mechanic,,,,
114,1.4,1.4,,3.5,,pilot,,,,
128,1.6,13.6,,8.2,,engineer,,,,
168,1.6,4.8,,24.8,,installer,,,,
132,1.7,0.2,,5.5,,tool,die,makers,,
60,1.8,6.6,,1.6,,repairer,,,,
217,1.8,13.8,,5,,firefighting,,,,
184,2,11.4,,4.5,,transportation,occupations,motor,vehicles,
69,2,8.2,,5.3,,water,transportation,,,
115,2,13.3,,3.9,,rail,transportation,,,
231,2.1,13.5,,5.6,,firefighting,fire,prevention,,
763,2.2,6.7,,7.4,,electrician,,,,
555,2.2,7.9,,8.9,,plumber,pipefitter,steamfitter,,
664,2.2,4.4,,8.9,,supervisor,,,,
81,2.3,19.8,,4.3,,operator,,,,
5108,2.5,7.5,,11.7,,construction,trades,,,
130,2.5,6,,7.8,,extractive,occupations,,,
4443,2.5,7.9,,12.2,,supervisor,,,,
245,2.5,9.4,,6,,engineer,,,,
64,2.6,5.4,,12.6,,pest,control,occupations,,
59,2.8,5.3,,2.9,,operator,,,,
260,2.8,10.1,,7.9,,operator,,,,
540,2.9,6.2,,7.8,,repairer,,,,
108,3.5,5.2,,6.9,,forestry,logging,occupations,,
56,3.7,7.3,,6,,repairer,,,,
809,3.8,14.2,,19.4,,laborer,,,,
4296,3.9,7.6,,9.8,,mechanic,repairer,supervisor,,
4521,4.1,7.4,,9.6,,mechanic,repairer,,,
64,4.3,5.1,,5.4,,operator,,,,
1093,4.6,14.4,,11.1,,operator,,,,
126,4.7,4.8,,22.7,,supervisor,,,,
57,4.7,20.1,,7.2,,operator,,,,
80,4.8,2.7,,3.5,,engineer,,,,
605,5,10.3,,13.5,,welders,cutters,,,
106,5.2,9.5,,20.4,,helper,,,,
3019,5.3,12.4,,10.3,,driver,,,,
115,5.6,9.5,,18.9,,helper,,,,
166,5.6,9.7,,9.7,,repairer,,,,
939,5.6,7.1,,9.7,,mechanic,repairer,,,
169,5.8,14.2,,13.7,,garage,service,station,occupations,
875,6,9.3,,25.9,,groundskeepers,gardeners,farm,,
491,6.1,7.7,,7.4,,machinist,,,,
79,6.2,7.4,,12.5,,carpenter,,,,
512,6.2,18.5,,16.1,,operator,,,,
126,6.9,7.5,,6.2,,worker,,,,
350,6.9,3.9,,2.4,,engineer,,,,
243,7.2,4.7,,4.3,,engineer,,,,
69,7.4,5.8,,4.3,,inspector,,,,
156,7.5,7.2,,7,,worker,driver,,,
108,7.9,19.6,,13.6,,operator,,,,
504,8,7.3,,19,,painters,construction,maintenance,,
601,8,4.4,,3.9,,engineer,,,,
65,8.1,13,,8.3,,operator,,,,
1960,8.5,4.2,,3.8,,engineer,,,,
225,8.6,4.6,,5.8,,supervisor,,,,
910,8.8,6.2,,7.7,,precision,metalworking,,,
13587,9,7.9,,11,,precision,production,craft,repair,
304,9.2,6.7,,7,,worker,,,,
2140,9.2,4.1,,3.8,,engineer,architect,,,
5302,9.5,14.6,,10.3,,transportation,material,moving,occupations,
120,10.2,5.2,,11.9,,precision,woodworking,occupations,,
184,10.5,13.1,,6,,supervisor,,,,
288,10.5,20.4,,22.1,,vehicle,washers,equipment,cleaners,
200,10.7,10.8,,19.1,,operator,,,,
203,10.7,21.8,,15.4,,driver,,,,
662,11,9.7,,8.7,,repairer,,,,
4025,11.2,14.8,,10.4,,operator,,,,
78,11.2,15,,9.1,,operator,,,,
55,11.6,8.5,,0.3,,funeral,directors,,,
158,11.6,6.2,,9.1,,worker,,,,
354,12.3,11.2,,4.9,,clergy,,,,
73,12.6,10.8,,4.4,,technician,,,,
315,12.7,10,,10.4,,operator,,,,
361,12.7,8.2,,6.5,,technician,,,,
566,12.9,12.6,,8.2,,police,detectives,public,service,
127,13.2,15.3,,6.6,,operator,,,,
257,13.2,2.8,,5.9,,engineer,,,,
97,13.6,9.2,,7.2,,police,detectives,,,
137,13.7,1.2,,0.9,,dentists,,,,
176,13.9,11.9,,5.2,,installer,repairer,,,
390,14.7,11.2,,13.1,,operator,,,,
125,14.8,10.7,,18.9,,operator,,,,
95,15.2,8.7,,2.4,,engineer,,,,
126,15.8,18.7,,7.9,,bailiff,officer,,,
960,15.8,16,,8.2,,police,detectives,,,
1198,16,8,,25.2,,agricultural,occupations,,,
160,16.7,2.7,,4.3,,architect,,,,
2187,17.2,17.8,,8,,protective,service,,,
686,17.3,24.1,,9.2,,guard,,,,
85,17.5,12.6,,9.3,,supervisor,,,,
2096,17.5,6,,30.5,,agricultural,occupations,,,
1226,18.1,9.1,,9.6,,supervisor,,,,
188,18.3,9.9,,7.9,,repairer,,,,
89,18.7,12.1,,14.4,,operator,,,,
131,18.7,7.3,,11.5,,inspector,,,,
840,18.8,3.4,,37.3,,worker,,,,
139,18.9,8.3,,10.8,,inspector,worker,,,
3566,19,3.9,,19.2,,farming,forestry,fishing,,
5021,19.3,16.4,,15.2,,handler,helper,laborer,,
898,19.4,3.3,,37.5,,farm,occupations,managerial,,
59,19.5,10.7,,20.5,,upholsterers,,,,
