TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
78,0.2,7.5,,3,,worker,,,,
162,0.6,4.1,4.8,25.6,,repairer,,,,
107,0.7,13.8,,51.5,,mason,finisher,worker,,
109,0.9,12,0,6.5,,installer,repairer,,,
367,0.9,6.3,1.6,14.1,,mechanic,specialist,,,
105,0.9,3,,5.4,,tool,die,makers,,
242,1.1,7,1.2,46.7,,roofer,,,,
237,1.4,2.6,0.3,13.5,,technician,mechanic,,,
56,1.5,5.3,5.5,12,,repairer,,,,
63,1.5,4.7,0.4,16.8,,operator,,,,
54,1.5,13.5,0.8,10.2,,operator,,,,
244,1.6,7.1,0.1,40.3,,brickmason,blockmason,stonemason,,
875,1.6,6.1,4.4,16.8,,technician,mechanic,,,
451,1.7,8.3,0.3,9.7,,engineer,operator,,,
662,1.8,8.5,0.4,20.9,,pipelayer,plumber,pipefitter,steamfitter,
882,1.9,7.5,1.7,14.4,,electrician,,,,
59,2.2,2.6,0.6,15.5,,worker,,,,
78,2.2,7.7,2.2,21.8,,worker,,,,
94,2.3,8.5,3,9.8,,engineer,operator,,,
1843,2.4,4.5,1.6,26.6,,carpenter,,,,
69,2.4,4.2,2.5,5.7,,installer,,,,
279,2.4,5.3,1.2,39.4,,installer,finisher,,,
976,2.6,4.6,1.3,12,,worker,,,,
405,2.7,4.8,1.1,13.7,,mechanic,installer,,,
295,2.9,3.8,0.1,51.8,,installer,taper,,,
67,2.9,6.2,,7.4,,millwrights,,,,
125,3.1,2.2,2.8,13.7,,worker,,,,
9507,3.1,6.6,1.2,29.3,,construction,extraction,occupations,,
61,3.4,6,2.4,6.1,,mechanic,,,,
253,3.5,9.9,0.4,7.5,,fire,fighters,,,
1693,3.7,7.5,1.4,44.7,,laborer,,,,
436,3.8,9.1,2.5,11.7,,mechanic,,,,
103,3.8,10.5,0.6,23.1,,worker,,,,
95,4,13.4,0.4,5.4,,operator,,,,
435,4,11.3,1.2,16.6,,worker,,,,
113,4.4,1.8,2.3,18.5,,carpenter,,,,
5362,4.6,7.6,3,13.4,,installation,maintenance,repair,occupations,
15830,4.7,6.8,1.8,24.6,,natural,resources,construction,maintenance,occupations
3475,5.2,13.9,1.2,16,,driver,worker,,,
141,5.3,6.6,3.7,7.6,,mechanic,technician,,,
62,5.6,12.6,0.1,19.6,,metal,plastic,,,
322,5.8,4.3,9.5,4,,engineer,,,,
546,5.9,7.5,2.7,19.4,,worker,,,,
91,6.1,28,4.4,24.7,,collector,,,,
1259,6.2,7.8,1.2,40.9,,worker,,,,
132,6.2,9.9,0.4,43.2,,helper,,,,
50,6.5,14.8,,9.6,,conductor,,,,
415,6.7,5.2,4.1,12.1,,machinist,,,,
574,7.2,20.1,0.8,25.8,,operator,,,,
103,7.3,2.9,10.9,3.4,,manager,,,,
382,7.7,5.9,15.8,4.2,,engineer,,,,
713,7.7,7,1.2,41,,painters,construction,maintenance,,
1010,7.8,3.7,2.3,8.3,,manager,,,,
235,8,5.8,1,17.2,,worker,,,,
54,8.2,4.8,3.9,8.3,,programmer,operator,,,
357,8.5,7.8,2.3,8.7,,repairer,,,,
210,8.6,11.3,2.1,12.8,,installer,repairer,,,
102,8.8,10.1,1.3,12.3,,inspector,,,,
371,9.7,8.4,6.8,10.2,,teller,repairer,,,
96,9.8,5.9,7.5,12,,attendant,,,,
96,9.9,3,0.3,8.5,,technician,,,,
58,10.5,8.6,1.9,26.3,,operator,,,,
105,11.2,19.3,5.1,24.6,,worker,,,,
304,11.9,5,8.2,4,,engineer,,,,
114,12.7,1,4.1,2.6,,estimator,,,,
655,12.8,14.9,2.3,11.8,,officer,,,,
416,12.8,12.4,4.5,4.7,,clergy,,,,
57,13,12.1,,12.9,,operator,,,,
110,13.1,5.6,12.9,5.1,,engineer,,,,
73,13.9,5.3,10,10,,repairer,,,,
54,14,10.9,2.4,23.1,,upholsterers,,,,
62,14.3,8.2,3.4,9.3,,repairer,,,,
2830,14.5,5.6,9.7,5.9,,architecture,engineering,occupations,,
249,14.6,9.8,2.9,14.9,,manager,,,,
8846,14.8,16.3,2.3,18.6,,transportation,material,moving,occupations,
401,15,16.9,1,32.7,,cleaners,vehicles,equipment,,
205,15.2,11.2,5.1,8.8,,installer,repairer,,,
103,15.5,5.5,0.2,6.9,,supervisor,manager,,,
89,15.6,11.7,2.5,10.1,,technician,operator,,,
282,16,23.8,12.6,15,,driver,,,,
80,16.2,3.8,26.5,7.4,,engineer,,,,
149,16.3,3,1.1,11.7,,salesperson,,,,
298,16.4,3,3.2,8,,manager,,,,
173,16.6,9,1.4,25,,worker,,,,
180,16.6,4.4,11,7,,network,computer,systems,administrators,
228,16.7,13,2.2,12.1,,supervisor,worker,,,
1899,16.9,16.2,2.7,19.4,,laborer,mover,,,
70,17.1,4.2,13,3.3,,engineer,,,,
70,17.1,9.8,0.7,13.7,,plastic,,,,
100,17.7,36.7,1.9,10,,barber,,,,
273,17.9,15.3,3,12.9,,courier,messenger,,,
119,17.9,13.8,1.5,15.8,,metal,plastic,,,
868,19.4,9.8,4.8,10.8,,supervisor,manager,worker,,
65,19.5,16.6,7.2,30.8,,attendant,,,,
396,20.6,9.3,5.3,11.2,,technician,drafter,,,
78,20.6,14.8,6.1,24.2,,porter,concierge,,,
242,21.8,2.4,0.8,8.5,,manager,,,,
846,21.8,5.8,26.9,3.4,,engineer,,,,
181,21.8,3,6.8,10.3,,drafter,,,,
961,22,4.9,1.6,39.7,,farming,fishing,forestry,occupations,
101,22,2.9,3.4,1.8,,scientist,geoscientist,,,
221,22.2,3.2,11.5,7.7,,architect,,,,
208,22.2,9.5,3.8,16.5,,operator,,,,
2939,22.3,19.7,1.7,10.2,,protective,service,occupations,,
