TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
236,0.4,11.2,,28.8,,brickmason,stonemason,,,
180,0.4,7.3,,5.6,,mechanic,,,,
72,0.4,13.8,,9.3,,operator,,,,
357,0.6,7.2,,13.3,,mechanic,,,,
53,0.7,3.1,,5.5,,repairer,,,,
343,0.7,7.6,,9.7,,mechanic,,,,
106,1,6.5,,15.1,,operator,,,,
265,1.1,9.2,,10.4,,engineer,,,,
104,1.2,13.7,,37.8,,finisher,,,,
104,1.2,3.5,,42.2,,tile,setters,hard,soft,
1831,1.3,7,,13.6,,mechanic,repairer,,,
63,1.4,10.6,,12.6,,pest,control,occupations,,
867,1.4,7.5,,16.2,,mechanic,,,,
67,1.4,6.6,,16.9,,metalworker,,,,
548,1.5,8,,15.2,,plumber,pipefitter,steamfitter,,
54,1.6,7.5,,6,,timber,cutting,logging,occupations,
1563,1.8,5.6,,21,,carpenter,,,,
115,1.9,6.5,,9.7,,extractive,occupations,,,
187,2.1,3.4,,40.6,,installer,,,,
212,2.2,5.4,,20.3,,repairer,,,,
126,2.2,7.3,,10.6,,mechanic,,,,
99,2.3,1.2,,4.2,,tool,die,makers,,
5341,2.4,6.8,,22.5,,supervisor,,,,
963,2.4,5,,10,,supervisor,,,,
235,2.4,5.9,,29.1,,roofer,,,,
6304,2.4,6.5,,20.6,,construction,trades,,,
862,2.5,7.1,,11,,electrician,,,,
114,2.9,14,,8.2,,engineer,,,,
125,3,7.1,,12.3,,worker,,,,
126,3.2,8.2,,8,,installer,repairer,,,
460,3.2,6.5,,10.4,,repairer,,,,
248,3.4,9.6,,9.4,,firefighting,,,,
54,3.5,15.3,,15.6,,locomotive,operating,occupations,,
140,3.8,4.7,,32.4,,installer,,,,
1089,3.9,9.7,,33.3,,laborer,,,,
262,4.1,9.5,,9,,firefighting,fire,prevention,,
111,4.1,12.5,,9.8,,rail,transportation,,,
77,4.1,15.2,,11.5,,operator,,,,
129,4.2,1.1,,0.3,,pilot,,,,
4523,4.4,8.1,,12.3,,mechanic,repairer,supervisor,,
169,4.5,9.4,,8.1,,transportation,occupations,motor,vehicles,
4760,4.5,8,,12.1,,mechanic,repairer,,,
1163,4.6,16.2,,16.8,,operator,,,,
3234,4.9,13.2,,13.9,,driver,,,,
654,4.9,7.7,,31.1,,painters,construction,maintenance,,
72,5,3.1,,11,,inspector,,,,
271,5,13.6,,8.5,,operator,,,,
511,5.1,9,,16.5,,welders,cutters,,,
58,5.2,3.3,,4.7,,water,transportation,,,
52,5.2,11.2,,6.8,,operator,,,,
470,5.4,5.4,,12.1,,machinist,,,,
193,5.8,10.8,,14,,repairer,,,,
74,6.4,5,,18.3,,carpenter,,,,
114,6.5,9.5,,43.6,,helper,,,,
123,6.5,8.8,,42.3,,helper,,,,
826,6.8,5.4,,11.8,,precision,metalworking,,,
301,6.9,2.9,,2.6,,engineer,,,,
563,7.1,21.3,,22.7,,operator,,,,
85,7.3,5.8,,8.1,,forestry,logging,occupations,,
50,7.4,22.1,,14.2,,operator,,,,
237,7.4,6.7,,9.8,,supervisor,,,,
188,7.7,5.5,,19.1,,supervisor,,,,
973,7.8,10,,35.4,,groundskeepers,gardeners,farm,,
90,8.1,0.9,,6,,engineer,,,,
14660,8.2,7.4,,17.1,,precision,production,craft,repair,
153,8.6,2.4,,14.6,,worker,,,,
171,8.8,11.2,,17.5,,garage,service,station,occupations,
65,9.1,0.3,,10.2,,technician,,,,
66,9.9,14.3,,6.8,,operator,,,,
71,10.2,9.4,,16.9,,operator,,,,
677,10.3,5.9,,4,,engineer,,,,
5814,10.4,16,,14.2,,transportation,material,moving,occupations,
153,10.5,14.2,,10.8,,worker,driver,,,
306,10.6,16.4,,27.6,,vehicle,washers,equipment,cleaners,
2028,10.8,4.5,,4,,engineer,,,,
60,10.8,7.6,,28.6,,worker,,,,
267,10.8,5.5,,4,,engineer,,,,
113,11.2,22.3,,23.5,,operator,,,,
358,11.3,11,,11.4,,worker,,,,
104,11.4,6.8,,20.2,,precision,woodworking,occupations,,
2249,11.6,4.2,,4.1,,engineer,architect,,,
870,12,11.2,,10.9,,repairer,,,,
4482,12.1,16.2,,13.8,,operator,,,,
332,12.4,22.4,,19.7,,driver,,,,
114,12.9,9.9,,15.7,,operator,,,,
237,13.3,16.4,,11.4,,supervisor,,,,
76,13.5,5,,17.4,,horticultural,specialty,farmers,,
154,13.9,6.3,,27.2,,operator,,,,
393,14.1,9.8,,4,,clergy,,,,
53,14.3,23.3,,21.3,,attendant,,,,
586,15.5,11.9,,11.5,,police,detectives,public,service,
126,15.7,17.8,,6.9,,police,detectives,,,
240,15.9,11.7,,10.1,,installer,repairer,,,
52,16.4,11.5,,9.8,,announcers,,,,
77,16.5,3.1,,3.1,,engineer,,,,
283,16.7,10.5,,8.2,,repairer,,,,
286,17.2,11,,13.6,,operator,,,,
235,17.2,4.4,,5.3,,engineer,,,,
66,17.7,21.3,,17.8,,guard,,,,
274,18.1,9.7,,16.5,,operator,,,,
1403,18.1,8.4,,31.2,,agricultural,occupations,,,
1076,18.3,17.4,,11.4,,police,detectives,,,
433,19.1,9.2,,4.9,,technician,,,,
2181,19.2,6.9,,36.4,,agricultural,occupations,,,
162,19.3,15.5,,12.5,,bailiff,officer,,,
180,19.4,4,,3.3,,dentists,,,,
136,19.5,15.3,,17.1,,operator,,,,
