TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
170,0.2,4.7,,10.5,,mechanic,,,,
138,0.2,1.9,,4.5,,tool,die,makers,,
104,0.4,4.8,,7.9,,operator,,,,
83,0.4,25.2,,20.4,,finisher,,,,
334,0.6,9.2,,9.5,,mechanic,,,,
141,0.7,12.3,,11.2,,installer,repairer,,,
188,0.8,6.1,,17.1,,repairer,,,,
877,0.8,8.3,,13.7,,mechanic,,,,
241,0.8,9.7,,22.1,,roofer,,,,
531,0.9,7,,10.8,,plumber,pipefitter,steamfitter,,
1845,1,7.6,,12.6,,mechanic,repairer,,,
63,1,9.1,,23,,tile,setters,hard,soft,
130,1.1,14.6,,6.8,,engineer,,,,
1346,1.2,5.3,,13.7,,carpenter,,,,
195,1.2,17.8,,13.3,,brickmason,stonemason,,,
755,1.3,4.7,,8.2,,supervisor,,,,
64,1.3,3.1,,10.5,,repairer,,,,
125,1.4,7,,11.8,,extractive,occupations,,,
323,1.5,5.8,,9,,mechanic,,,,
63,1.5,5.4,,6.8,,metalworker,,,,
83,1.5,7.1,,5.2,,millwrights,,,,
135,1.6,4.7,,18,,installer,,,,
806,1.9,6.9,,7.9,,electrician,,,,
5594,2,7.1,,14,,construction,trades,,,
4839,2,7.5,,14.9,,supervisor,,,,
562,2.1,8,,8.8,,repairer,,,,
62,2.1,7.6,,7,,repairer,,,,
245,2.2,7.4,,6.8,,engineer,,,,
180,2.2,4.7,,22.2,,installer,,,,
228,2.3,11.8,,3.9,,firefighting,,,,
250,2.5,10.9,,5.3,,firefighting,fire,prevention,,
63,2.6,10.6,,5,,water,transportation,,,
259,2.6,11.3,,7,,operator,,,,
50,2.7,15.6,,4.2,,conductor,,,,
75,2.7,10.6,,4.2,,operator,,,,
60,3,11.3,,2.5,,timber,cutting,logging,occupations,
113,3.4,1.9,,2.5,,pilot,,,,
83,3.5,9.6,,12.1,,operator,,,,
126,3.5,6.9,,32.4,,helper,,,,
122,3.6,6.3,,33.3,,helper,,,,
153,3.7,8.6,,11.7,,mechanic,,,,
4786,4,7.9,,10.4,,mechanic,repairer,,,
4527,4,8,,10.5,,mechanic,repairer,supervisor,,
127,4.1,5.9,,8,,worker,,,,
57,4.1,22.1,,12,,pest,control,occupations,,
