TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
70,0,9.3,0.6,47.8,,mason,finisher,worker,,
66,0,4.1,0,19.5,,worker,,,,
53,0,6.3,1,17.8,,installer,,,,
124,0.2,8.6,0.4,11.5,,installer,repairer,,,
52,0.3,6.4,0.1,8.6,,mechanic,,,,
63,0.4,13.7,1.9,21.8,,operator,,,,
189,0.5,6.3,2.4,43.2,,installer,finisher,,,
51,0.7,0,0,17.2,,operator,,,,
312,0.7,4,2.5,15.1,,mechanic,specialist,,,
369,0.8,5,0.2,16.6,,engineer,operator,,,
338,0.8,5.8,1.9,16.9,,mechanic,installer,,,
146,0.9,5,1.9,39.3,,brickmason,blockmason,stonemason,,
61,0.9,7,0,9.1,,worker,,,,
222,1.1,4.9,0.8,47.3,,roofer,,,,
140,1.2,6.9,2.9,18.1,,repairer,,,,
199,1.3,5,1.2,11.1,,technician,mechanic,,,
855,1.4,7.8,4.2,19.7,,technician,mechanic,,,
682,1.5,6.1,2.4,14,,electrician,,,,
95,1.6,6.3,0.1,21,,mechanic,installer,repairer,,
78,1.6,3,0,15.5,,operator,,,,
519,1.7,6.4,1.4,22.5,,pipelayer,plumber,pipefitter,steamfitter,
68,1.7,1.1,1.9,36.1,,worker,,,,
150,1.7,2,0.6,59.7,,installer,taper,,,
50,1.8,5.9,2,6.5,,operator,,,,
1330,1.9,5.3,1.6,26.7,,carpenter,,,,
58,2,4.7,0.8,3,,millwrights,,,,
1253,2.1,7.3,1.8,42.9,,laborer,,,,
634,2.2,5.2,0.7,16.5,,supervisor,worker,,,
95,2.2,13.5,3.4,17.4,,engineer,operator,,,
7125,2.3,5.9,1.5,29.4,,construction,extraction,occupations,,
66,2.3,3.7,0.6,9.4,,tool,die,makers,,
66,2.3,0.3,1.5,8,,carpenter,,,,
126,2.3,2.2,0.6,18.9,,worker,,,,
105,2.5,11,0.5,13.2,,worker,,,,
433,2.5,7.1,3.8,15.2,,mechanic,,,,
164,3.1,8.9,3.1,17.2,,mechanic,technician,,,
422,3.2,12.2,1.9,17.4,,worker,,,,
4883,3.5,7.9,2.9,15.8,,installation,maintenance,repair,occupations,
75,3.7,7,0,20.3,,worker,,,,
13009,4.2,6.5,2,25.3,,natural,resources,construction,maintenance,occupations
201,4.3,12.2,1.1,17.3,,installer,repairer,,,
121,4.3,2.9,2.4,3.9,,pilot,engineer,,,
419,4.4,3.7,4.2,14.1,,machinist,,,,
305,4.5,2.9,0.6,10,,firefighter,,,,
75,4.7,5,0.2,11.6,,inspector,,,,
3059,4.8,13.7,1.6,17.6,,driver,worker,,,
71,5.2,11.1,0.8,10.8,,operator,,,,
1247,5.2,7.1,1.8,45.2,,worker,,,,
72,5.5,4.5,6,12.9,,programmer,operator,,,
322,5.5,5.7,12,3.9,,engineer,,,,
62,5.6,13.5,3.4,21.2,,operator,,,,
926,6.1,3,1.5,9.7,,manager,,,,
52,6.6,27.2,2.7,4.7,,conductor,,,,
65,6.7,10,0.2,29.6,,operator,,,,
528,6.7,22.7,1.3,27.9,,operator,,,,
528,6.8,6.5,2.5,41.8,,painters,construction,maintenance,,
313,6.8,6.4,0.9,9.7,,supervisor,installer,repairer,mechanic,
92,7.7,17.1,0.7,30,,collector,,,,
150,7.7,10.1,3.2,10.6,,installer,repairer,,,
215,7.8,9.2,3,23.3,,worker,,,,
505,7.8,7.6,3.8,20.9,,worker,,,,
63,8,10.5,2.4,41.1,,helper,,,,
52,8.4,1,0,23.2,,supervisor,worker,,,
106,8.5,1.3,5.9,4.7,,manager,,,,
309,8.8,4.8,12,7.4,,engineer,,,,
305,9,11,6.3,9.9,,teller,repairer,,,
106,9.9,9.1,6,10.2,,technician,operator,,,
274,9.9,4.9,1.4,19.1,,supervisor,worker,,,
62,10.3,16.4,0.4,24,,worker,,,,
76,10.6,7.1,2.3,17.1,,attendant,,,,
337,10.8,5.7,10.5,4.7,,engineer,,,,
98,11.4,3.1,13.9,7,,architect,,,,
331,12,14.2,1.3,33.4,,cleaners,vehicles,equipment,,
668,12,11.5,2,12.7,,officer,,,,
62,12.2,1.7,1.9,10,,technician,,,,
144,12.4,5.7,8,8.2,,engineer,,,,
342,12.5,26.7,15.6,16,,driver,,,,
383,13.1,4.3,7.8,4.7,,engineer,,,,
77,13.2,3.1,19.1,5.2,,engineer,,,,
73,13.2,26.6,4.1,28.7,,attendant,,,,
120,13.4,10.8,3.1,23.1,,worker,,,,
94,13.5,8.1,3.9,21,,worker,,,,
2785,13.6,5.2,8.8,6.4,,architecture,engineering,occupations,,
81,14,20.7,9.1,28.4,,porter,concierge,,,
254,14.1,8.7,3,8.9,,manager,,,,
100,14.8,10.7,3.3,18.2,,operator,,,,
8318,14.9,16.3,2.7,20.3,,transportation,material,moving,occupations,
119,15,2.7,2.3,6,,estimator,,,,
131,15.5,6.5,0.3,10.3,,salesperson,,,,
76,16.2,5,2.7,21.6,,repairer,,,,
376,16.3,11.3,6.7,9.4,,technician,drafter,,,
249,16.4,16.7,2.5,14.4,,courier,messenger,,,
65,16.4,9.8,2.4,11.3,,operator,,,,
259,16.5,3.9,5.1,8.9,,manager,,,,
151,16.7,8.9,1.2,14.9,,investigator,,,,
1787,16.9,17.4,3.1,21.8,,laborer,mover,,,
107,17.5,9.3,4,6.7,,supervisor,,,,
414,17.7,11.3,4.1,6.8,,clergy,,,,
174,17.8,2.3,7,8.6,,engineer,,,,
727,18.6,7.7,5.6,12.7,,supervisor,worker,,,
217,18.7,12,2.2,16.9,,operator,,,,
347,18.7,9.1,15.3,18,,chef,cook,,,
1044,19,4.8,27.1,4.6,,developer,,,,
708,19.1,2.8,1.3,49.6,,worker,,,,
963,19.2,27.2,3.6,15.4,,guard,officer,,,
273,19.9,11.9,7.4,34.4,,dishwasher,,,,
57,19.9,8.6,5.7,4.5,,operator,editor,,,
181,20.7,1.6,5.5,4.1,,architect,,,,
3210,20.7,17.4,2.1,12.6,,protective,service,occupations,,
147,20.8,2.1,3.9,8.4,,drafter,,,,
459,20.8,4.3,15.4,5.8,,programmer,,,,
16461,21.6,13.7,4.3,21,,production,transportation,material,moving,occupations
1001,21.6,4.3,1.4,43,,farming,fishing,forestry,occupations,
306,21.7,8.8,11.9,6.5,,computer,occupations,,,
368,22,10.3,7.2,24.3,,worker,,,,
228,22.1,16.5,2.3,13.7,,supervisor,worker,,,
181,22.2,1,11,5.8,,dentists,,,,
74,22.3,5.5,13.8,5.1,,engineer,,,,
84,22.5,9.8,1.2,28.5,,worker,,,,
233,22.8,6.2,10,7.2,,network,computer,systems,administrators,
978,23,0.9,0.8,4.1,,manager,,,,
89,24,27.7,2.6,17.6,,barber,,,,
111,24.2,17.6,1.1,11.5,,supervisor,worker,,,
1515,24.2,2.7,3,4.1,,chief,executives,,,
56,24.5,1.1,7.9,1.3,,chiropractors,,,,
3608,25,6.9,16.6,5.7,,computer,mathematical,occupations,,
553,25.3,5.7,12.9,3.8,,manager,,,,
54,25.6,11.2,3.4,30.6,,worker,helper,,,
