TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
67,0,6.2,0.1,53,,mason,finisher,worker,,
55,0.5,15.9,0.4,30.5,,worker,,,,
125,0.7,8.5,0.6,11.9,,installer,repairer,,,
56,1.1,18,0.7,8.1,,operator,,,,
248,1.2,5.4,2.4,19.1,,technician,mechanic,,,
362,1.2,7.1,3.2,19.2,,mechanic,specialist,,,
445,1.5,11.1,3.4,25.3,,mechanic,installer,,,
845,1.7,6.7,2.6,22.9,,electrician,,,,
587,2.1,7.1,1.5,25.7,,plumber,pipefitter,steamfitter,,
98,2.2,9,1.3,19.9,,tree,trimmers,pruners,,
97,2.2,9.6,0,51.7,,brickmason,blockmason,stonemason,,
864,2.3,8,4.6,28.2,,technician,mechanic,,,
123,2.4,5.6,1.9,29,,repairer,,,,
84,2.8,9.3,1.4,19.5,,mechanic,installer,repairer,,
221,2.9,7.5,1.1,63.5,,roofer,,,,
360,3,8,0.1,21.8,,operator,,,,
155,3.1,3.3,0.7,72.5,,installer,taper,,,
1230,3.1,6.3,1.6,39.3,,carpenter,,,,
150,3.2,5.7,4.2,15.3,,mechanic,technician,,,
323,3.4,5.8,3.3,17.9,,machinist,,,,
555,3.5,9.8,2.4,22.5,,worker,,,,
71,3.5,9.9,0.6,43.3,,helper,,,,
99,3.6,10.1,0.7,17.3,,worker,,,,
650,3.8,6.2,1,24.2,,supervisor,worker,,,
125,3.9,4.6,0.8,19.8,,worker,,,,
8057,3.9,7.1,1.7,38.9,,construction,extraction,occupations,,
51,4,1.1,0,16.4,,worker,,,,
4840,4.3,8.3,3.3,22,,installation,maintenance,repair,occupations,
72,4.5,2.3,2.6,32.1,,installer,,,,
2165,4.5,8.1,2.6,48.9,,laborer,,,,
155,4.5,10.5,4.2,15.5,,installer,repairer,,,
119,5,10,2.5,19.5,,worker,,,,
429,5.1,6.1,3.4,19.6,,mechanic,,,,
294,5.1,8.9,2.6,11,,firefighter,,,,
614,5.1,8.8,2.5,21,,worker,,,,
158,5.3,3.9,1.5,6.1,,pilot,engineer,,,
13959,5.6,7.4,2.3,33.4,,natural,resources,construction,maintenance,occupations
67,5.8,4.7,0,21.8,,carpenter,,,,
222,6,5.8,0.7,12.3,,supervisor,installer,repairer,mechanic,
1211,6.2,9.2,1.8,47.1,,worker,,,,
134,7,13.7,2.1,38.4,,installer,repairer,,,
299,7.1,4.4,19.1,10.2,,engineer,,,,
53,7.6,11.5,0,32.5,,glaziers,,,,
153,7.7,5.1,3.2,32.3,,worker,,,,
156,7.7,6.2,0.2,48.2,,installer,finisher,,,
3487,7.9,18.7,3.8,23.6,,driver,worker,,,
66,7.9,10.8,13.4,14.3,,engineer,operator,,,
90,8.1,7.2,4.1,7.4,,operator,programmer,,,
999,8.6,5.1,1.7,16.3,,manager,,,,
556,8.9,7,1,59.3,,painters,paperhangers,,,
623,9.1,24.9,1.5,33.3,,operator,,,,
