TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
395,1,5.7,0.7,20.7,,operator,,,,
54,1.4,7.8,0,49.7,,pipelayer,,,,
117,1.5,1.1,0,50.5,,brickmason,blockmason,stonemason,,
334,1.6,6.9,1.8,20.6,,mechanic,specialist,,,
58,1.7,3.4,0,13.6,,worker,,,,
93,2.2,11,2.6,20.8,,worker,,,,
635,2.2,10.1,2.2,28.3,,plumber,pipefitter,steamfitter,,
130,2.3,4.1,0,13.6,,installer,repairer,,,
201,2.3,3.7,0.2,19.3,,technician,mechanic,,,
546,2.3,9.5,0.7,23.1,,mechanic,installer,,,
933,2.5,8.1,3.5,28.7,,technician,mechanic,,,
60,2.9,9,0.4,20.3,,operator,,,,
959,2.9,6.7,1.6,24.6,,electrician,,,,
118,3,5.5,1.6,36.7,,tree,trimmers,pruners,,
1275,3.1,5.2,1.3,44.2,,carpenter,,,,
90,3.2,4.5,0.1,22.7,,mechanic,installer,repairer,,
296,3.9,8,1.3,16.7,,firefighter,,,,
416,3.9,9.9,5.5,18.9,,mechanic,,,,
4881,4.1,9.4,2.9,21.6,,installation,maintenance,repair,occupations,
190,4.1,6.9,3.6,33.5,,worker,,,,
162,4.1,7.9,0.9,74.3,,installer,taper,,,
8457,4.3,7.2,1.3,40.8,,construction,extraction,occupations,,
124,4.3,9.5,5,21.1,,mechanic,technician,,,
235,4.4,5.5,0.5,63.1,,roofer,,,,
2223,4.5,9.1,1.3,51.9,,laborer,,,,
56,4.7,1.9,0,50.5,,mason,finisher,worker,,
672,4.7,12.2,3.6,24,,worker,,,,
59,5,7.5,0.4,45.6,,worker,,,,
90,5.1,9.2,1.7,21.6,,worker,,,,
702,5.1,4.8,1.4,26.6,,supervisor,worker,,,
160,5.3,19.2,0.6,12.9,,installer,repairer,,,
60,5.5,3.3,0.7,16.4,,carpenter,,,,
114,5.8,1.5,1.5,61.1,,installer,finisher,,,
559,5.8,11.1,2.3,26.4,,worker,,,,
14326,5.8,7.8,1.8,34.5,,natural,resources,construction,maintenance,occupations
116,5.9,11.5,3,18.2,,installer,repairer,,,
71,5.9,4.9,29.6,8,,engineer,,,,
50,6.1,5,3.9,4.8,,supervisor,worker,,,
64,6.2,5.3,1.3,51.8,,helper,,,,
307,6.3,6,7.5,13.3,,machinist,,,,
127,6.5,9.9,1.5,16.9,,worker,,,,
127,6.8,9.6,1.8,21.6,,repairer,,,,
3551,6.9,20.5,3.5,24.1,,driver,worker,,,
74,7,8.2,0.7,21.7,,operator,,,,
239,7.1,5.6,1.8,15.2,,supervisor,installer,repairer,mechanic,
73,7.1,11.2,3.1,16.5,,engineer,operator,,,
1119,7.3,8.6,1.7,49.6,,worker,,,,
89,7.3,11.5,0,12.7,,operator,,,,
65,7.5,4.1,0,42.4,,worker,,,,
104,7.7,10.9,10.7,15.5,,architect,,,,
100,7.8,6.8,6.1,23.3,,operator,programmer,,,
283,8,12,1.4,30.4,,supervisor,worker,,,
211,8.3,3.6,2.7,10.7,,pilot,engineer,,,
629,9.5,24.6,1.9,31.1,,operator,,,,
433,10.1,6.2,12.8,9.5,,engineer,,,,
561,10.4,5.5,0.4,60.6,,painters,paperhangers,,,
115,10.5,9.4,5.4,20.6,,inspector,,,,
103,10.5,12,0.3,10.7,,supervisor,,,,
1136,10.6,4.8,2,16.1,,manager,,,,
78,10.7,30,9.6,14.2,,driver,,,,
142,11.3,13.8,2.7,36.2,,worker,,,,
250,11.6,7.7,17.4,10.1,,engineer,,,,
97,11.6,2.4,8.8,17.7,,technician,,,,
87,12,2.3,1.5,8.7,,technician,,,,
124,12.2,4.5,3,11.1,,technician,,,,
206,12.8,5.4,18.4,9.5,,manager,,,,
112,12.8,17.1,0.3,33.7,,collector,,,,
61,13.5,22.6,9.3,41.8,,attendant,,,,
54,13.5,0,16.6,12.8,,engineer,,,,
134,13.8,14.7,10.8,9.3,,teller,repairer,,,
702,14.4,14.2,2.8,16.7,,officer,,,,
166,15.2,8.6,12.7,3.6,,engineer,,,,
456,15.3,24.9,19.5,23.9,,driver,,,,
669,15.4,5.9,18.2,9.9,,engineer,,,,
87,15.5,14.8,6.1,24.1,,worker,,,,
3602,16.7,6.1,13.1,10.1,,architecture,engineering,occupations,,
202,16.7,8.6,14.7,11.6,,network,computer,systems,administrators,
517,16.9,7.2,12.7,11.4,,engineer,,,,
366,17.3,8.5,7.8,13.5,,technician,drafter,,,
148,17.7,0.3,1.9,7.6,,estimator,,,,
71,17.9,12.6,1.8,16,,specialist,technician,,,
70,18.1,4.3,0.2,37.9,,supervisor,worker,,,
212,18.2,27.4,4.9,19.1,,operator,,,,
148,18.8,12.5,6.3,16.8,,operator,editor,,,
279,19.1,6.3,8.4,14.3,,manager,,,,
55,19.3,10.3,0.4,18.7,,worker,,,,
231,19.3,11.1,7.9,12.6,,analyst,,,,
76,19.4,1.2,9.2,20.4,,developer,,,,
59,20,5.7,18.6,2.5,,surgeon,,,,
2134,20.2,6.5,36.2,6,,developer,,,,
401,20.4,19.7,3.3,33.5,,cleaners,vehicles,equipment,,
98,20.5,3.2,8.2,8.9,,drafter,,,,
361,20.8,16,7.5,21.1,,worker,,,,
382,21.4,13.1,5.1,13.5,,manager,,,,
403,21.4,9.5,7.4,7.5,,clergy,,,,
11706,21.4,20.1,4.4,24.8,,transportation,material,moving,occupations,
402,21.5,6.5,24.2,9.9,,programmer,,,,
83,21.6,5,10.6,6.1,,engineer,,,,
71,22.5,31.6,2.9,12,,supervisor,worker,,,
117,22.9,5.4,1.2,16.2,,salesperson,,,,
268,23.1,14.5,4,37.9,,dishwasher,,,,
476,23.3,18.9,18.5,20.7,,chef,cook,,,
79,23.4,12.2,1.2,18.5,,attendant,,,,
149,23.4,11.1,1.5,9.4,,manager,,,,
776,23.5,14,6.4,18.5,,supervisor,worker,,,
3105,24.1,22.3,3.2,16.1,,protective,service,occupations,,
2090,24.2,19.3,2.7,27.1,,laborer,mover,,,
249,24.6,8.6,9,11.8,,securities,commodities,financial,services,sales
298,24.6,6.1,12.6,10.3,,engineer,,,,
148,24.7,14.7,3.8,22,,operator,,,,
19986,24.9,17.8,4.8,25.1,,production,transportation,material,moving,occupations
925,24.9,36.1,4.4,20.2,,guard,officer,,,
349,25.5,19.6,8.6,19.3,,supervisor,worker,,,
1197,26,12.4,18.5,11.8,,computer,occupations,,,
687,26.2,13.2,15,9.7,,specialist,,,,
145,26.3,16.7,2.3,9.7,,investigator,,,,
6502,26.9,9.2,24,8.8,,computer,mathematical,occupations,,
170,27.1,15.9,5,10.9,,musicians,singers,,,
987,27.1,5.1,0.9,44.6,,farming,fishing,forestry,occupations,
140,27.3,22.1,3.1,39.9,,worker,,,,
876,27.4,1.4,0.8,6.4,,manager,,,,
243,27.6,16.3,7.3,36.6,,worker,,,,
793,27.7,7.9,17.7,9.6,,manager,,,,
929,27.8,23.7,5.1,21.7,,courier,messenger,,,
1152,27.9,6,4.1,11,,sales,representatives,wholesale,manufacturing,
149,28.4,31.1,4.6,39.3,,barber,,,,
731,28.7,3.9,0.8,49.2,,worker,,,,
1280,28.8,16.8,4.1,28.1,,worker,,,,
78,29.1,20.2,11,34.7,,porter,concierge,,,
107,29.5,8.5,5.4,7.6,,paramedic,,,,
8280,29.9,14.7,5.4,25.6,,production,occupations,,,
1780,30.6,5.2,7.3,6.3,,chief,executives,,,
122,30.8,10.6,29.3,2.1,,architect,,,,
203,31,3.5,10.1,11.3,,architect,,,,
56,31.1,16.5,5.2,30.2,,worker,,,,
638,31.6,10.7,4.1,10.1,,sales,representatives,services,advertising,insurance
506,32.6,6.4,6.3,8.6,,advisor,,,,
569,33.1,4.8,2.9,11.7,,manager,,,,
300,33.9,27.1,3.5,12.8,,officer,jailer,,,
97,34.2,0.6,4.1,11.9,,appraiser,,,,
302,34.7,21.9,5.7,13.3,,postal,service,mail,carriers,
63,35,6,3.9,31.9,,technician,,,,
1268,35.9,8.3,6.2,16.4,,supervisor,worker,,,
61,35.9,21,1.2,19.6,,supervisor,officer,,,
93,36,3,24.1,10,,chemist,scientist,,,
1640,36.5,15.5,4.8,23.6,,stockers,order,fillers,,
621,36.8,12.5,5.5,29.1,,clerk,,,,
1359,37.1,8.4,5.8,13,,manager,,,,
1048,37.1,21.3,7.3,25.5,,assembler,,,,
284,37.2,32.5,3.1,19.4,,driver,,,,
5666,37.5,9.2,7.1,13.1,,manager,,,,
513,37.8,12,18.3,9.4,,analyst,,,,
79,38.7,17.8,7,22.5,,clerk,,,,
197,38.7,22.2,6.6,16.1,,logisticians,,,,
2204,38.7,16.7,2.6,35.1,,janitor,,,,
793,39,13.5,6.9,17.8,,inspector,,,,
156,39.4,9.2,4,16.6,,technician,,,,
164,39.5,4.3,14.5,8,,dentists,,,,
1189,39.5,6.8,4.4,5.7,,lawyer,,,,
2016,39.8,17.2,7,39.6,,cook,,,,
90,40.2,22.4,16.3,14.1,,worker,,,,
288,40.9,14.6,5.6,14.4,,coaches,scouts,,,
60,41.1,6.6,7.1,0.7,,chiropractors,,,,
20906,41.9,9.2,7,12.1,,management,occupations,,,
