TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
220,0.6,6.9,2.5,56.1,,roofer,,,,
129,0.6,7.8,0,11.6,,installer,repairer,,,
166,0.7,7.1,1.2,45.1,,brickmason,blockmason,stonemason,,
54,1,8.5,0,46.7,,mason,finisher,worker,,
140,1.1,6.1,2.9,31.6,,repairer,,,,
51,1.1,7.8,2.7,23.9,,operator,,,,
358,1.5,5.2,0.8,19.3,,engineer,operator,,,
83,1.8,7.5,4.4,32.2,,mechanic,installer,repairer,,
401,1.8,9.4,1.3,18.1,,mechanic,specialist,,,
66,2,10.3,0,9.1,,worker,,,,
448,2,5.4,2.4,17.9,,mechanic,installer,,,
1351,2.2,5.3,1.7,35.4,,carpenter,,,,
600,2.2,9,1.5,27.1,,pipelayer,plumber,pipefitter,steamfitter,
902,2.4,8.7,3.8,23.2,,technician,mechanic,,,
183,2.4,6.9,1.3,47.4,,installer,finisher,,,
857,2.5,6.7,2.5,19.1,,electrician,,,,
137,2.6,4.3,1.6,18.7,,worker,,,,
201,2.6,4.5,1.4,11.5,,technician,mechanic,,,
77,2.6,11,5.8,24.1,,installer,,,,
156,2.7,3.8,0.6,63.9,,installer,taper,,,
189,2.7,18.4,1.7,19.1,,installer,repairer,,,
101,2.7,13.7,0.1,15.5,,worker,,,,
50,2.8,14.2,3.7,26.5,,installer,repairer,,,
54,2.9,2,0,35.7,,worker,,,,
8031,3,6.9,1.6,36,,construction,extraction,occupations,,
639,3,5.4,1.2,24.5,,supervisor,worker,,,
58,3.1,9.6,0,42.6,,worker,,,,
62,3.2,1.1,0.7,6.9,,tool,die,makers,,
1946,3.3,8.6,1.7,46.9,,laborer,,,,
76,3.3,8.2,5.5,13,,engineer,operator,,,
283,3.5,7.5,1,7.7,,firefighter,,,,
107,3.8,6.3,1,11.5,,operator,,,,
424,3.9,7.8,3.4,16.5,,mechanic,,,,
4977,4,8.6,3.3,19,,installation,maintenance,repair,occupations,
53,4.1,20.9,0.1,10.5,,operator,,,,
106,4.2,10.6,15.2,3.1,,architect,,,,
600,4.5,7.5,1.1,24.3,,worker,,,,
528,4.5,8.9,2.1,19.7,,worker,,,,
73,4.6,2.1,1.7,10.1,,technician,,,,
366,5,4.4,6.3,13.9,,machinist,,,,
14193,5.1,7.3,2.2,30.7,,natural,resources,construction,maintenance,occupations
50,5.2,17.6,5.3,8.4,,conductor,,,,
150,5.2,5.6,7.8,13.9,,mechanic,technician,,,
55,5.7,15.7,3,15.8,,operator,,,,
215,5.9,6.4,2.3,23.5,,worker,,,,
1365,5.9,7.9,2,43.1,,worker,,,,
3506,6.2,16.6,3.2,20.8,,driver,worker,,,
120,6.2,1.8,1.5,8,,pilot,engineer,,,
108,6.5,11.4,1.4,13.3,,worker,,,,
540,6.6,5.9,1.5,53.4,,painters,construction,maintenance,,
130,7.2,4.5,2.5,21.9,,salesperson,,,,
1081,7.4,4.9,2.3,12.4,,manager,,,,
255,8,5.4,1.2,21.5,,supervisor,worker,,,
134,8.1,7.3,6.1,19.7,,installer,repairer,,,
611,8.2,25,1.8,25.7,,operator,,,,
253,8.4,9.4,4.1,12.8,,supervisor,installer,repairer,mechanic,
62,8.7,6.6,4.4,27.1,,supervisor,worker,,,
129,8.7,8.3,11.2,6.2,,manager,,,,
94,8.8,9.6,8.9,21.1,,attendant,,,,
148,8.9,8.1,11.4,5.5,,engineer,,,,
344,9.2,3.6,11.1,6,,engineer,,,,
69,9.4,3.8,2.1,38.3,,helper,,,,
99,9.8,9.8,5.6,10.7,,programmer,operator,,,
89,10.2,9.8,2.2,11.2,,inspector,,,,
80,11,10,4.7,12.5,,operator,,,,
212,11.3,12.7,10.2,17.1,,teller,repairer,,,
94,11.7,26.8,2.1,24.2,,collector,,,,
82,12.2,7.2,1.9,7.6,,operator,editor,,,
284,12.3,3.5,19.5,9,,engineer,,,,
95,12.5,14.1,0.9,7.1,,supervisor,,,,
157,12.6,9.6,2.5,32.9,,worker,,,,
118,12.9,3.1,2.2,8.5,,estimator,,,,
704,13.6,13.9,2.4,10.9,,officer,,,,
72,14,15.3,2.2,15,,worker,,,,
331,14,20.7,3,33.3,,cleaners,vehicles,equipment,,
582,14.1,6.9,17.8,9.4,,engineer,,,,
461,14.4,6.4,7.1,10.7,,engineer,,,,
119,14.4,14,3.7,16.8,,technician,operator,,,
63,14.6,14.7,1.4,10.9,,repairer,,,,
135,15.6,38.1,5.1,24.1,,barber,,,,
3224,16.2,5.6,12.7,8.7,,architecture,engineering,occupations,,
95,16.7,23.3,6.7,38.4,,attendant,,,,
77,16.9,1.7,7,4.1,,engineer,,,,
406,17,12.1,4.6,6.1,,clergy,,,,
80,17.2,5.8,38.3,7.8,,engineer,,,,
9445,17.3,19.5,4.5,21.7,,transportation,material,moving,occupations,
76,17.5,19.4,4.8,14.7,,operator,,,,
173,17.7,6.6,5.8,22.2,,operator,,,,
1536,18.7,5.6,32.4,6.2,,developer,,,,
674,18.9,28.4,12.8,17,,driver,,,,
768,19.1,10.4,3.7,16.7,,supervisor,worker,,,
291,19.2,10.7,5.3,13.8,,manager,,,,
239,19.4,25.5,5.5,18.1,,courier,messenger,,,
205,19.5,18.4,4,17.4,,supervisor,worker,,,
274,19.5,19.9,2.9,31.2,,dishwasher,,,,
465,19.7,16.4,13.9,21,,chef,cook,,,
1930,19.9,20.2,3.8,22.2,,laborer,mover,,,
375,20,8.9,10.7,10.3,,technician,drafter,,,
105,20.2,15.6,12.6,4.6,,analyst,,,,
388,20.5,14.9,9.5,23.1,,worker,,,,
137,20.8,6.2,2.4,16.5,,drafter,,,,
51,21.1,0.1,1.7,5.1,,chiropractors,,,,
473,21.2,7.1,25.4,5.3,,programmer,,,,
854,21.5,3.3,1.3,51.1,,worker,,,,
72,22,15,5.4,10,,supervisor,worker,,,
3113,22.3,20.5,2.9,12.8,,protective,service,occupations,,
221,22.6,5.3,11.6,6.2,,engineer,,,,
693,22.6,11.4,11.9,9.7,,computer,occupations,,,
17927,22.8,16.6,5.3,22.2,,production,transportation,material,moving,occupations
50,23.1,12,7.1,8.5,,announcers,,,,
136,23.2,11.6,0.9,14.1,,investigator,,,,
1184,23.4,4.9,1.7,44.3,,farming,fishing,forestry,occupations,
210,23.5,6.3,11.8,10.9,,network,computer,systems,administrators,
269,24.3,19.8,7.2,35.3,,worker,,,,
920,24.3,32.3,4.4,17,,guard,officer,,,
1018,25.2,0.8,1.4,6.1,,manager,,,,
62,25.3,12.4,5.2,30.1,,worker,,,,
4804,25.5,8.7,20.8,7.3,,computer,mathematical,occupations,,
280,25.7,3.8,5.9,9.3,,manager,,,,
525,27.1,6.4,3.2,12.9,,sales,representatives,services,,
532,27.1,14.6,11.3,10.3,,specialist,,,,
57,27.4,7.3,7.8,14.3,,technician,,,,
1264,28,4.6,3.7,10.1,,sales,representatives,wholesale,manufacturing,
1639,28,3.8,4.6,4.7,,chief,executives,,,
66,28.1,12.7,0,7,,worker,,,,
408,28.5,29,1.8,13.5,,bailiff,officer,jailer,,
253,28.6,2.1,14,7.7,,architect,,,,
630,28.6,6.6,13,6.6,,manager,,,,
8482,28.9,13.3,6.2,22.8,,production,occupations,,,
995,29.5,15.7,4.4,25.4,,worker,,,,
180,29.8,5.2,4.6,8.9,,producers,directors,,,
52,29.9,13.1,3.8,10.1,,supervisor,officer,,,
1220,30,6.8,5.4,13.3,,supervisor,worker,,,
223,30.6,9.7,3.1,8.4,,technician,paramedic,,,
89,31.1,24.9,8.3,27.5,,porter,concierge,,,
623,31.3,20.4,3.7,27,,clerk,,,,
525,32,4.8,6.6,8.3,,advisor,,,,
204,32.3,4.5,9.8,5.8,,developer,,,,
175,32.5,24.1,7,37.3,,worker,,,,
262,34,6,5.1,10.3,,securities,commodities,financial,services,sales
1005,34.1,8.3,4.5,11.4,,manager,,,,
112,34.8,17.1,7.4,11.7,,logisticians,,,,
2307,35.2,18.6,3.8,31.7,,janitor,,,,
4398,35.8,7.4,7,9.4,,manager,,,,
84,35.8,5,0.7,4.8,,scientist,geoscientist,,,
