TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
203,0.5,3.8,1.9,16.9,,technician,mechanic,,,
160,0.5,6.4,0.5,45.5,,brickmason,blockmason,stonemason,,
136,0.6,7.7,0.9,10.5,,installer,repairer,,,
63,0.8,13,0.5,13.7,,operator,,,,
342,0.8,7,1.9,16.1,,mechanic,specialist,,,
68,0.9,11.2,0,5.1,,worker,,,,
180,1.1,6.7,0.5,62.7,,installer,taper,,,
427,1.4,7,1.3,21.9,,mechanic,installer,,,
583,1.4,7.5,0.9,21.2,,pipelayer,plumber,pipefitter,steamfitter,
54,1.4,5,0,21.2,,glaziers,,,,
55,1.5,7.1,0,11.6,,operator,,,,
140,1.7,3.3,6,18.5,,mechanic,technician,,,
87,1.7,10.8,2,31.6,,mechanic,installer,repairer,,
230,1.7,4.9,1.1,51.7,,roofer,,,,
879,1.7,9.6,4.3,23.3,,technician,mechanic,,,
79,1.8,5.6,4.2,24.2,,installer,,,,
168,1.9,3.5,0.9,50.8,,installer,finisher,,,
60,2,10.7,1.9,10.8,,worker,,,,
1359,2.1,5.4,1.2,33.9,,carpenter,,,,
56,2.2,10.5,1.6,48.8,,mason,finisher,worker,,
351,2.3,8.7,0.2,19.3,,engineer,operator,,,
171,2.5,16.1,5.2,20.9,,installer,repairer,,,
680,2.6,5.5,1.5,22.5,,supervisor,worker,,,
79,2.6,6.2,0.2,14.6,,worker,,,,
126,2.9,6.7,2.1,16.7,,worker,,,,
50,3,2.4,0,12.3,,tool,die,makers,,
774,3,5.9,3.1,16.8,,electrician,,,,
552,3,10.6,2.2,19.8,,worker,,,,
7929,3,6.8,1.7,34,,construction,extraction,occupations,,
92,3.2,9.6,0.2,15.1,,worker,,,,
52,3.2,20.8,0.6,7.8,,engineer,operator,,,
393,3.3,8.5,1.9,15,,mechanic,,,,
356,3.4,5.4,6.8,13,,machinist,,,,
1801,3.5,8.1,2.2,45.5,,laborer,,,,
252,3.5,6.8,1.4,7.7,,firefighter,,,,
51,3.5,11,0,6.6,,mechanic,,,,
4879,3.6,8.8,3.2,19,,installation,maintenance,repair,occupations,
147,3.6,5.2,3,24.1,,repairer,,,,
603,4.1,10,2.8,23.6,,worker,,,,
231,4.6,5.1,1,24.6,,supervisor,worker,,,
13904,4.7,7.3,2.2,29.6,,natural,resources,construction,maintenance,occupations
55,4.7,21.3,4.3,6,,conductor,,,,
78,4.7,9.6,5,14.1,,engineer,operator,,,
50,5.2,7.7,0.5,33.8,,worker,,,,
77,5.2,13.9,2.1,6.8,,operator,,,,
87,5.2,6.3,4.3,12.3,,programmer,operator,,,
141,5.2,3,0.5,7.7,,pilot,engineer,,,
136,5.3,4.2,10.6,3.8,,manager,,,,
1411,5.4,8.1,1.4,43.1,,worker,,,,
3542,6,14.8,2.6,21.3,,driver,worker,,,
198,6.1,5.8,3.9,22.9,,worker,,,,
612,6.2,5.7,3.6,50.7,,painters,construction,maintenance,,
57,6.2,9.2,0.9,42.5,,helper,,,,
350,6.4,4.2,10.5,5.5,,engineer,,,,
93,6.4,11.8,2.4,9.9,,inspector,,,,
812,7.4,3.8,2,11,,manager,,,,
130,7.8,2.6,9.3,7.3,,engineer,,,,
83,7.9,3.7,3.2,7.4,,technician,,,,
97,8.6,9.9,6.4,18.1,,attendant,,,,
101,8.6,16.4,0.5,23.5,,collector,,,,
63,8.8,13.7,2.3,14.6,,operator,,,,
173,8.9,8.8,1.8,28.4,,worker,,,,
212,9.6,13,10,12,,teller,repairer,,,
605,9.6,26,2.3,28,,operator,,,,
115,9.7,13,11.8,9.3,,architect,,,,
264,10.1,10.2,2,10.4,,supervisor,installer,repairer,mechanic,
54,10.2,3.7,1.5,15.8,,operator,,,,
89,10.7,24.3,7.3,28.5,,attendant,,,,
293,10.8,7.5,15.1,9.3,,engineer,,,,
425,10.8,3.6,7.7,10.4,,engineer,,,,
126,11.7,39.9,3.3,19.6,,barber,,,,
56,11.9,6.7,0,15.7,,carpenter,,,,
94,11.9,12.2,1.5,35.3,,worker,,,,
113,12,2.9,3.2,8.3,,estimator,,,,
539,12.2,7.2,18.2,6.1,,engineer,,,,
328,13,18,2.5,29.4,,cleaners,vehicles,equipment,,
117,13.8,7.5,3.1,17.9,,salesperson,,,,
708,14.1,12,2.7,16,,officer,,,,
3106,14.2,5.6,11.6,8.8,,architecture,engineering,occupations,,
500,14.3,28.7,16,12.6,,driver,,,,
66,14.9,4.5,3.9,13.9,,repairer,,,,
109,15,4.9,4.9,22.7,,drafter,,,,
111,15.2,13.1,2.4,12.1,,technician,operator,,,
143,16.1,16.3,5.3,15.8,,installer,repairer,,,
9284,16.5,18.4,3.8,22.1,,transportation,material,moving,occupations,
218,17.1,9.6,10.8,9.4,,network,computer,systems,administrators,
299,17.1,11.4,4.8,18.4,,manager,,,,
66,17.5,18.4,8.1,31.8,,porter,concierge,,,
436,17.6,11.8,5.9,9.1,,clergy,,,,
319,18,16.3,5.9,35.4,,dishwasher,,,,
1900,18.1,19.9,3.2,23.4,,laborer,mover,,,
83,18.3,5.8,0.6,22.3,,operator,,,,
114,18.3,12.3,0.2,10.6,,supervisor,,,,
227,18.4,22.1,6,19.3,,courier,messenger,,,
763,18.7,9.7,3.9,15,,supervisor,worker,,,
385,19.8,11.2,8.8,10.6,,technician,drafter,,,
379,20,15.3,7.3,22.1,,worker,,,,
1483,20,4.1,35.7,4.8,,developer,,,,
79,20.1,4.1,10.3,6.6,,engineer,,,,
220,20.3,2.7,6.6,11.2,,engineer,,,,
205,20.3,6.7,4.7,15.9,,operator,,,,
59,20.9,16.6,4,20.7,,announcers,,,,
818,21,2.7,1.3,52.5,,worker,,,,
460,21.4,14.7,11.6,23,,chef,cook,,,
190,21.4,13.4,3.2,21.2,,supervisor,worker,,,
54,21.4,3.1,3.8,11.4,,operator,editor,,,
89,21.8,9.2,7.7,8.9,,analyst,,,,
923,22,30.4,4,17.6,,guard,officer,,,
17743,22.1,15.8,4.8,22.2,,production,transportation,material,moving,occupations
3117,22.3,19,2.8,14.1,,protective,service,occupations,,
1096,22.3,4.9,1.8,45,,farming,fishing,forestry,occupations,
67,22.3,7.2,4.1,37.2,,worker,,,,
466,22.6,7.6,19.8,6.7,,programmer,,,,
275,23.2,4.9,9.2,7.4,,manager,,,,
596,23.4,11,12.7,10.6,,computer,occupations,,,
88,23.5,16.9,3,11.7,,supervisor,worker,,,
130,23.6,6.9,4,7.6,,investigator,,,,
69,24.7,5.3,29.2,12,,engineer,,,,
1042,24.8,1,1,4.7,,manager,,,,
597,25.5,6.2,15.2,6.7,,manager,,,,
570,25.5,9.8,12.6,7.8,,specialist,,,,
4601,25.5,7.9,21.3,6.8,,computer,mathematical,occupations,,
246,26,3,11.1,8,,architect,,,,
1180,26.8,6.8,6.7,13.6,,supervisor,worker,,,
277,26.9,19.8,9.9,34.6,,worker,,,,
1649,27.3,3.4,6,5.6,,chief,executives,,,
51,27.4,1.7,4.6,9.8,,chiropractors,,,,
8459,28.2,12.9,5.9,22.3,,production,occupations,,,
383,28.2,25.5,1.9,12.9,,bailiff,officer,jailer,,
1308,29.1,4.8,4.3,10.7,,sales,representatives,wholesale,manufacturing,
968,29.4,17.1,5.4,22.1,,worker,,,,
949,29.8,7.1,5.6,11.3,,manager,,,,
89,30,3.4,8,5.6,,scientist,geoscientist,,,
263,30.4,7.1,7.2,8.9,,securities,commodities,financial,services,sales
513,31.6,6,7.7,7.1,,advisor,,,,
512,31.8,8.5,3.9,11.3,,sales,representatives,services,,
115,32.3,17,6.9,12,,logisticians,,,,
205,33.6,8.4,9.3,5.8,,developer,,,,
546,33.9,16.1,2.2,21.7,,clerk,,,,
61,34,23.3,2.6,17.3,,supervisor,officer,,,
312,34.2,8.4,2.2,11.7,,worker,,,,
59,34.2,11,1.2,3.5,,worker,,,,
2276,34.2,17.9,3.4,32.8,,janitor,,,,
1082,34.4,17.8,7.2,19.6,,assembler,,,,
4420,34.4,7.2,6.3,10.2,,manager,,,,
