TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
63,0,9.6,3.2,34.4,,installer,,,,
113,0.3,8.8,1,44.1,,brickmason,blockmason,stonemason,,
191,0.8,3.7,0.8,19.1,,technician,mechanic,,,
54,0.8,5.9,0.1,10.1,,operator,,,,
121,1,7.3,2.2,27.9,,repairer,,,,
84,1.2,7.1,2.1,27.7,,mechanic,installer,repairer,,
127,1.3,5.5,0.8,10.6,,installer,repairer,,,
750,1.4,9.1,3.5,28.3,,technician,mechanic,,,
450,1.5,12.1,3.1,21.7,,mechanic,installer,,,
357,1.8,7.4,3.1,18.1,,mechanic,specialist,,,
50,1.9,2.3,0.4,26.1,,worker,,,,
537,2.3,6.9,1.7,24.5,,plumber,pipefitter,steamfitter,,
112,2.5,6.2,0.5,30.9,,worker,,,,
55,2.8,8.4,1.3,53.3,,mason,finisher,worker,,
53,2.9,9.6,2.4,54.5,,worker,,,,
901,3.1,7.6,1.7,23.8,,electrician,,,,
82,3.2,8.8,7.1,15.4,,technician,,,,
1114,3.2,6.9,1.9,35.5,,carpenter,,,,
210,3.3,5.1,1.4,53.2,,roofer,,,,
737,3.5,5.8,1.1,25.4,,supervisor,worker,,,
520,3.8,7.4,2.7,23.1,,worker,,,,
1902,3.8,8,1.4,46,,laborer,,,,
359,3.9,9.9,0.5,17.8,,operator,,,,
172,3.9,2.5,1.1,53.2,,installer,finisher,,,
7710,4,7,1.6,35.7,,construction,extraction,occupations,,
4602,4.1,9.1,3.1,20.8,,installation,maintenance,repair,occupations,
57,4.2,1.3,1.1,5.8,,millwrights,,,,
584,4.3,10.7,1.8,20.6,,worker,,,,
335,4.4,8.4,1.2,13.1,,firefighter,,,,
399,5.2,9.5,2.5,14.5,,mechanic,,,,
153,5.4,10.8,3.2,23,,mechanic,technician,,,
183,5.5,8.5,3,30.4,,worker,,,,
123,5.6,4.5,3.2,13.4,,worker,,,,
13357,5.6,7.5,2.1,31.1,,natural,resources,construction,maintenance,occupations
155,5.6,3.4,2.2,5,,pilot,engineer,,,
165,5.8,1,2.8,73.1,,installer,taper,,,
290,5.8,4.1,3.1,13.2,,machinist,,,,
253,6,7.8,3.2,25.1,,supervisor,worker,,,
131,6.3,12,0.9,22.4,,installer,repairer,,,
1066,6.5,9,1,44.5,,worker,,,,
109,7,7.7,0.1,21.6,,tree,trimmers,pruners,,
553,7,25.5,2.5,31.2,,operator,,,,
102,7.4,10.5,0.7,11,,worker,,,,
55,7.7,18.6,3,22.6,,engineer,operator,,,
50,7.8,6.4,1.3,27.2,,carpenter,,,,
3364,7.8,16.8,2.9,22.6,,driver,worker,,,
77,8,10.6,5.8,20.2,,technician,,,,
148,8.1,7.8,1.5,32.2,,worker,,,,
140,8.3,16.8,6.3,16.8,,installer,repairer,,,
524,8.3,5.4,0.6,51.2,,painters,paperhangers,,,
966,8.4,3.3,2.9,14.5,,manager,,,,
357,8.7,5,11.5,6.7,,engineer,,,,
105,9,7.3,3.3,14.5,,operator,programmer,,,
107,9.3,14.8,15.5,16.1,,architect,,,,
226,9.3,7.2,2.5,12.4,,supervisor,installer,repairer,mechanic,
171,9.5,3.4,9.5,4.7,,manager,,,,
98,9.7,27.9,1.3,31.4,,collector,,,,
56,9.9,3.2,3,6.3,,technician,,,,
190,10.5,5.5,9.1,19.9,,teller,repairer,,,
56,10.6,14.4,4.9,10.7,,engineer,operator,,,
112,11,8.4,0.9,8.6,,operator,,,,
137,11.4,11.9,6.9,15.8,,analyst,,,,
129,11.6,6.8,9.1,10.5,,engineer,,,,
268,11.8,5.4,17.2,8.9,,engineer,,,,
116,11.9,3.5,4.5,12.4,,inspector,,,,
100,12.7,7.5,2.3,14,,supervisor,,,,
53,12.8,4.7,2.8,27.6,,supervisor,worker,,,
93,13.8,16.6,12.6,10.2,,attendant,,,,
72,15,18.7,2.7,22.8,,operator,,,,
121,15,2.9,2,14.1,,estimator,,,,
327,15.1,27.7,11.9,25.3,,driver,,,,
560,15.3,7.5,17.7,10,,engineer,,,,
119,16,8.2,1.1,11.6,,salesperson,,,,
422,16,3.9,13.6,12.4,,engineer,,,,
73,16.2,12.8,9.8,5.9,,repairer,,,,
88,16.3,24.5,12.6,24.9,,driver,,,,
3169,16.5,6,13.6,10.6,,architecture,engineering,occupations,,
758,17.1,10.9,1.9,14.7,,officer,,,,
383,18,14.7,16.7,24.4,,chef,cook,,,
62,18.2,18.6,0,14.3,,worker,,,,
89,18.4,5.4,39.2,14.5,,engineer,,,,
420,18.5,11.7,3.8,7.8,,clergy,,,,
95,18.8,1.8,6.6,22.9,,drafter,,,,
748,19,13.7,4.2,17.7,,supervisor,worker,,,
344,19.1,9,8.7,16.4,,technician,drafter,,,
344,19.2,19.2,3.7,34.6,,cleaners,vehicles,equipment,,
184,19.2,12.7,4.4,37.6,,dishwasher,,,,
53,19.3,34,3.7,30.2,,attendant,,,,
70,19.4,1.5,13.9,10,,engineer,,,,
1883,19.4,6.2,34.1,5.9,,developer,,,,
128,19.7,7.3,5.8,18.4,,operator,,,,
238,19.8,9,11.8,7.8,,network,computer,systems,administrators,
79,19.9,16.3,1.1,19.2,,worker,,,,
1995,20.5,18.6,4,28,,laborer,mover,,,
10625,20.5,19.4,4.2,23.9,,transportation,material,moving,occupations,
417,21.1,6.3,28.3,6.6,,programmer,,,,
300,21.3,10.7,6.1,17.2,,manager,,,,
341,22.2,16.7,4.6,26,,worker,,,,
66,22.2,2.4,5.1,6.1,,chiropractors,,,,
272,22.6,5.9,7.2,13.5,,manager,,,,
578,22.6,21.1,4.4,23.1,,courier,messenger,,,
143,22.6,17.8,9.6,17,,operator,,,,
242,22.8,4.3,9,8.2,,securities,commodities,financial,services,sales
225,23.4,5.2,19.1,5.9,,engineer,,,,
265,23.5,14.8,5.7,23.2,,supervisor,worker,,,
3024,23.6,19.4,2.5,15.9,,protective,service,occupations,,
18215,23.7,16.7,4.8,23.8,,production,transportation,material,moving,occupations
1045,24.1,4.3,1.6,43,,farming,fishing,forestry,occupations,
834,24.4,4.2,1,47.2,,worker,,,,
134,25,4.9,2.4,12.6,,manager,,,,
800,25,31.1,3.9,19.6,,guard,officer,,,
901,25.1,0.7,0.8,4.3,,manager,,,,
82,25.1,12,29.6,9.2,,analyst,,,,
5603,25.2,9.1,23,8.4,,computer,mathematical,occupations,,
53,25.5,5.3,9.4,7.1,,engineer,,,,
