TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
321,0.5,10.3,,6.3,,mechanic,,,,
77,0.6,26.9,,22.6,,finisher,,,,
819,0.6,7.8,,11.2,,mechanic,,,,
155,0.6,4.6,,7.2,,mechanic,,,,
1710,0.7,7.7,,9.1,,mechanic,repairer,,,
1255,0.8,5.7,,9.4,,carpenter,,,,
260,0.9,5.1,,6.9,,mechanic,,,,
97,1,10.6,,2.4,,timber,cutting,logging,occupations,
181,1,5.5,,10.5,,repairer,,,,
119,1,4.2,,17.2,,installer,,,,
502,1.3,7.6,,12,,plumber,pipefitter,steamfitter,,
181,1.4,16.3,,13.4,,brickmason,stonemason,,,
74,1.5,4.5,,1.4,,operator,,,,
121,1.7,10.4,,6.7,,mechanic,,,,
138,1.7,4.3,,21.5,,installer,,,,
736,2,5.5,,6.4,,electrician,,,,
52,2,9.9,,13.9,,tile,setters,hard,soft,
124,2.2,10,,5.8,,engineer,,,,
5098,2.3,7.1,,11.4,,construction,trades,,,
4372,2.3,7.6,,12.2,,supervisor,,,,
237,2.3,15.3,,4.8,,firefighting,,,,
246,2.4,7.8,,9.3,,engineer,,,,
63,2.4,7.6,,12.9,,operator,,,,
62,2.5,12.3,,13.1,,worker,,,,
249,2.7,15.1,,5.1,,firefighting,fire,prevention,,
170,2.8,13.5,,3.5,,transportation,occupations,motor,vehicles,
105,2.9,17.3,,3.8,,rail,transportation,,,
725,2.9,4.1,,6.6,,supervisor,,,,
569,3,9.3,,6.8,,repairer,,,,
126,3.1,8.1,,13.4,,installer,repairer,,,
114,3.4,1.2,,3.9,,pilot,,,,
780,3.4,13.6,,21.2,,laborer,,,,
69,3.5,3.7,,8.3,,operator,,,,
136,3.6,2.6,,7.8,,extractive,occupations,,,
143,3.6,1.7,,5.7,,tool,die,makers,,
129,3.6,8.6,,3.7,,forestry,logging,occupations,,
4173,3.8,8.5,,8.4,,mechanic,repairer,supervisor,,
4423,3.9,8.3,,8.3,,mechanic,repairer,,,
110,4,13.8,,24.7,,helper,,,,
115,4.1,13.9,,23.9,,helper,,,,
172,4.2,9.9,,7.5,,repairer,,,,
604,4.4,9.1,,13,,welders,cutters,,,
2861,4.5,12.6,,10.4,,driver,,,,
330,4.6,3.8,,3,,engineer,,,,
178,4.9,10.8,,13.5,,garage,service,station,occupations,
57,4.9,13,,9.9,,pest,control,occupations,,
124,5,6.8,,17.7,,supervisor,,,,
1098,5.1,13.2,,10.2,,operator,,,,
78,5.2,1.5,,5.7,,engineer,,,,
80,5.4,0.1,,6,,carpenter,,,,
272,5.7,7.7,,7.1,,operator,,,,
509,5.8,7.6,,6.9,,machinist,,,,
69,6,4.7,,8.2,,inspector,,,,
158,6.3,6,,7.3,,worker,driver,,,
832,6.4,9.7,,24.1,,groundskeepers,gardeners,farm,,
972,6.4,9.6,,9.6,,mechanic,repairer,,,
509,6.7,8.4,,18.9,,painters,construction,maintenance,,
67,6.7,21.6,,4.3,,operator,,,,
250,6.8,5.6,,6.1,,supervisor,,,,
53,6.9,13.4,,9.7,,operator,,,,
500,7.1,19.5,,13.3,,operator,,,,
231,7.2,4.9,,2.6,,engineer,,,,
58,7.3,1.3,,9.5,,fishers,hunters,trappers,,
113,7.5,4.2,,5.3,,worker,,,,
911,7.6,6.4,,7.3,,precision,metalworking,,,
60,7.9,12.8,,9.5,,repairer,,,,
1934,8.4,4.7,,3.3,,engineer,,,,
161,8.7,5.3,,10.1,,worker,,,,
316,8.7,6.9,,7.5,,worker,,,,
611,8.7,5.8,,3.7,,engineer,,,,
13524,8.9,7.9,,10.6,,precision,production,craft,repair,
642,9.4,9.3,,6.7,,repairer,,,,
2117,9.4,4.5,,3.5,,engineer,architect,,,
5171,9.5,14.7,,9.9,,transportation,material,moving,occupations,
104,9.9,20.3,,11.6,,operator,,,,
519,10.4,11.2,,8.7,,police,detectives,public,service,
213,10.5,22.8,,12.3,,driver,,,,
193,10.9,13.4,,5.5,,supervisor,,,,
3904,11,15.2,,10.1,,operator,,,,
334,11.1,10.6,,5.8,,technician,,,,
356,11.1,9.2,,3.6,,clergy,,,,
80,11.2,8.5,,1.2,,engineer,,,,
125,11.5,1.6,,10.8,,precision,woodworking,occupations,,
84,11.6,9.9,,9.1,,operator,,,,
54,11.6,5.5,,1.4,,funeral,directors,,,
126,11.7,9.5,,9.8,,operator,,,,
118,12.6,8.5,,21.1,,operator,,,,
53,12.9,28.8,,3.2,,guard,,,,
102,12.9,7.8,,7.1,,police,detectives,,,
53,13.1,2.6,,19.6,,horticultural,specialty,farmers,,
62,13.2,8.7,,3.1,,technician,,,,
186,13.3,12.9,,13.1,,operator,,,,
155,13.4,1.9,,2.6,,dentists,,,,
949,13.5,16.9,,7.4,,police,detectives,,,
284,14.6,18.7,,22.7,,vehicle,washers,equipment,cleaners,
378,14.8,8.9,,13.2,,operator,,,,
250,14.9,6,,4,,engineer,,,,
60,15,0.5,,0.6,,geologists,geodesists,,,
149,15.2,9.4,,6.4,,repairer,,,,
2237,15.9,18.2,,7.4,,protective,service,,,
163,16,6.2,,6,,installer,repairer,,,
87,16.3,29,,7,,barber,,,,
151,16.3,15.4,,4.9,,bailiff,officer,,,
709,16.4,23.4,,9.1,,guard,,,,
1148,16.6,8.6,,24,,agricultural,occupations,,,
1235,17,8.2,,9.9,,supervisor,,,,
2010,17.4,6.8,,30.8,,agricultural,occupations,,,
880,17.8,8,,6.2,,technician,,,,
278,17.8,28.2,,6.4,,officer,,,,
87,17.8,11.4,,8.3,,supervisor,,,,
797,18.1,4.3,,40.3,,worker,,,,
229,18.4,5.1,,6.6,,drafting,occupations,,,
315,18.5,12.2,,14.5,,operator,,,,
862,18.6,4.3,,39.9,,farm,occupations,managerial,,
4990,19.1,14.7,,16.4,,handler,helper,laborer,,
134,19.4,9.8,,12.3,,inspector,worker,,,
124,19.7,10.4,,12.9,,inspector,,,,
163,19.8,2.5,,5.8,,architect,,,,
3642,19.9,4.2,,18.1,,farming,forestry,fishing,,
165,20.1,9.9,,16,,operator,,,,
1337,20.6,14.8,,15.3,,laborer,,,,
1529,21.2,2.7,,4.9,,sales,representatives,commodities,retail,
106,21.3,8.2,,12,,operator,,,,
238,21.5,16.2,,27.8,,butchers,meat,cutters,,
84,21.5,10.5,,6.3,,technician,,,,
1492,21.6,2.8,,5,,sales,representatives,mining,manufacturing,wholesale
72,21.8,5.9,,27,,upholsterers,,,,
1925,22.1,14.7,,13.1,,handler,,,,
247,22.6,2.4,,7.8,,worker,,,,
1002,22.9,3.9,,3.7,,health,diagnosing,occupations,,
3867,23.3,8.8,,12.3,,precision,production,occupations,,
846,23.7,21.6,,8.6,,guard,,,,
63,24.1,18.8,,23.8,,helper,,,,
18068,24.3,15,,14.3,,operator,laborer,,,
693,24.4,4.9,,4.3,,physicians,,,,
104,25.2,12.2,,12.1,,operator,,,,
431,25.2,11.5,,12.2,,operator,,,,
87,25.3,11.8,,6.9,,athletes,,,,
1446,25.3,0.4,,1.9,,operator,manager,,,
926,26.2,3.6,,3.1,,lawyer,,,,
894,26.4,3.6,,3.2,,lawyer,,,,
206,26.6,11.6,,18.2,,operator,,,,
234,27.1,7.5,,7.1,,worker,,,,
1223,27.1,0.4,,1,,farmers,horticultural,,,
136,27.1,6.5,,4.8,,photographers,,,,
519,27.3,3.9,,2.6,,scientist,,,,
1060,28.2,11.3,,11.8,,handler,,,,
933,29.5,6.1,,2.7,,analyst,scientist,,,
553,29.5,6.5,,4.8,,programmer,,,,
156,29.7,12,,12.1,,messenger,,,,
2059,29.9,13.1,,13.6,,assembler,,,,
397,31.3,5.7,,5,,securities,financial,services,sales,
2828,31.3,17.1,,16.1,,operator,,,,
416,31.6,12.7,,24.8,,precision,food,production,occupations,
317,31.7,6.3,,2.6,,analyst,,,,
110,31.8,5.2,,4.3,,scientist,,,,
140,31.9,4.6,,3.7,,chemist,biochemist,,,
362,31.9,13.8,,7.4,,mail,carriers,postal,service,
1195,32,7.2,,2.8,,scientist,,,,
234,32.2,13.7,,5.1,,inspector,officer,,,
639,32.5,16.2,,14,,clerk,,,,
57,33.2,11.5,,5.4,,administrators,protective,services,,
60,33.6,8.9,,7.7,,production,testers,,,
161,34.6,16.1,,9.3,,supervisor,clerk,,,
2071,35,20.1,,19.1,,janitor,,,,
276,35.5,8.9,,7.3,,technician,,,,
663,35.7,2.2,,3.3,,manager,,,,
119,35.8,7.3,,5.7,,news,vendors,,,
170,36.2,4.3,,1.8,,pharmacist,,,,
562,37.1,5.8,,4.6,,insurance,sales,,,
161,37.3,10,,7.5,,musicians,composers,,,
7907,37.3,15.4,,15.8,,operator,assembler,inspector,,
194,37.5,8.4,,4.5,,attendant,,,,
5084,38.1,16.2,,17,,operator,,,,
129,38.5,6.7,,21,,baker,,,,
179,38.5,19.3,,19,,supervisor,,,,
1255,38.8,16.1,,14,,assembler,,,,
114,38.9,9.8,,3,,actors,directors,,,
4480,38.9,5.6,,5.6,,supervisor,,,,
217,39.1,10,,3.4,,analyst,,,,
1006,39.8,20.4,,8.7,,mail,message,distributing,,
1106,39.9,6.3,,5.2,,technician,,,,
57,40.9,17.8,,6.4,,weighers,measurers,checkers,samplers,
571,41,8,,6.5,,sales,occupations,business,services,
61,41.2,4.1,,3.3,,scientist,,,,
135,41.5,6.6,,3.1,,manager,,,,
65,41.9,2.5,,10.1,,technician,,,,
2399,42.1,5.5,,5.1,,sales,representatives,finance,business,services
17186,42.7,7.2,,4.8,,executive,administrative,managerial,,
1276,43.1,9.2,,7.8,,manager,,,,
2001,44.5,17.6,,18.1,,cook,,,,
2946,44.9,21.9,,19,,cleaning,building,service,occupations,
462,45,14.2,,10.6,,clerk,,,,
846,45.2,6.2,,3.6,,teacher,,,,
1876,45.2,13.4,,10.3,,clerk,,,,
301,45.3,29.3,,8.5,,clerk,,,,
170,45.3,6.5,,6,,worker,,,,
74,46,17.1,,7.9,,machine,feeders,offbearers,,
124900,46.1,10.6,,8.9,,,,,,
479,46.2,9.9,,20.1,,assistant,,,,
526,46.4,27.9,,8,,driver,,,,
35318,48,7.5,,4.4,,managerial,professional,specialty,,
624,49.1,14.5,,18.1,,food,preparation,,,
2054,49.4,6.2,,4.8,,writer,,,,
15119,49.5,7.8,,6.9,,sales,occupations,,,
522,49.8,6.8,,7.1,,manager,,,,
618,49.8,13.6,,4.7,,officials,administrators,public,administration,
96,50,6.6,,6.7,,technician,,,,
233,50.1,4.2,,3.3,,painters,sculptors,craft,artists,artist
148,50.3,5,,7.9,,economists,,,,
605,50.3,6.3,,5.7,,manager,,,,
718,50.7,3.4,,4.5,,real,estate,sales,,
717,51.1,9.9,,5.1,,officer,,,,
3909,51.4,9.7,,6.1,,technician,,,,
764,52,16.2,,13.7,,inspector,,,,
1526,52.1,8.4,,4.4,,accountant,auditor,,,
1303,52.5,16.8,,6.4,,worker,,,,
18132,52.9,7.8,,4,,professional,specialty,,,
151,52.9,4.2,,4.7,,advertising,sales,,,
55,53.2,7.6,,5.7,,assistant,,,,
541,53.2,15.4,,10,,inspector,examiner,,,
273,53.2,4.7,,3.5,,editor,reporter,,,
287,53.5,2,,5.9,,bartender,,,,
4325,53.8,9.2,,5,,management,occupations,,,
53,53.9,3,,1.4,,writer,,,,
68,54.1,5.6,,6.2,,worker,,,,
247,54.1,10.2,,5.6,,dispatchers,,,,
118,54.2,3.2,,2.8,,authors,,,,
453,54.3,8.6,,4.6,,scientist,planner,,,
187,54.5,26.2,,8.9,,clerk,,,,
85,54.8,13.2,,8.3,,operator,,,,
234,55.5,10.3,,24.4,,worker,,,,
157,55.6,22.6,,28,,graders,sorters,agricultural,,
388,55.9,19.2,,29.2,,operator,,,,
230,56.3,4.9,,9.4,,buyers,wholesale,retail,trade,farm
540,56.4,12.6,,14.1,,worker,,,,
1232,57,7.5,,4.1,,secondary,school,,,
192,57.1,20.1,,20.6,,operator,,,,
556,57.6,4.2,,4.3,,designers,,,,
72,57.9,11.2,,9.2,,operator,,,,
142,57.9,8.3,,2.7,,specialist,,,,
5800,58.3,11.6,,14.2,,food,preparation,service,occupations,
208,58.5,6.1,,7.5,,production,coordinators,,,
125,58.5,15.8,,3.4,,manager,,,,
701,58.7,11.2,,4.7,,administrators,education,fields,,
265,58.9,15.1,,20.1,,hand,packers,packagers,,
260,59.2,10.2,,3.4,,psychologist,,,,
16930,60,17,,13,,service,occupations,,,
712,60,14.6,,6.3,,supervisor,,,,
126,60,18.9,,8.4,,worker,,,,
94,60.1,15.2,,5.9,,therapist,,,,
491,60.4,15.5,,8.9,,operator,,,,
485,60.5,15.7,,8.9,,operator,,,,
56,61.1,7.6,,2.9,,postmasters,mail,superintendents,,
37417,64.4,10.2,,7.3,,technical,sales,administrative,support,
13872,65,16.8,,13.2,,service,occupations,private,household,protective
401,65.1,12.8,,5.8,,specialist,,,,
128,65.4,24.9,,31.9,,operator,,,,
6613,65.6,11.4,,8.9,,worker,,,,
210,65.7,10.7,,11.3,,clerk,,,,
331,66,15.8,,16.6,,assembler,,,,
441,66.4,15,,5.7,,supervisor,,,,
122,66.5,2.9,,5.1,,animal,caretakers,farm,,
134,67.2,10.8,,4,,supervisor,,,,
194,67.2,9.9,,7.5,,expediters,,,,
103,67.9,9.3,,3.5,,underwriter,,,,
727,67.9,23.7,,7.8,,worker,,,,
236,68.3,14.2,,7.2,,counselor,,,,
382,68.9,9.9,,9.4,,supervisor,,,,
1498,70.1,8.8,,7.4,,worker,,,,
130,70.2,2.7,,4.4,,therapist,,,,
310,70.4,11,,6.5,,transportation,ticket,reservation,agents,
280,70.7,10.7,,10.4,,worker,,,,
68,71.5,8,,69.2,,graders,sorters,agricultural,products,
374,71.7,13.6,,8.5,,technician,,,,
151,72.2,17.6,,12,,collector,,,,
366,73.4,6.3,,9.4,,worker,,,,
1134,73.5,20.3,,23.1,,operator,,,,
365,73.9,10.1,,4.5,,examiner,investigator,,,
251,74.1,16,,9.2,,clerk,,,,
154,74.2,6.8,,8.3,,technician,,,,
110,74.7,7.6,,4.9,,worker,,,,
4507,74.7,9.3,,4.4,,teacher,,,,
321,74.8,14.3,,9.5,,food,counter,fountain,occupations,
1414,74.9,13.2,,7,,investigator,,,,
809,75.1,13.8,,7,,investigator,,,,
466,75.1,9.2,,4.6,,therapist,,,,
99,75.2,13.4,,7.2,,clerk,,,,
99,75.6,4.5,,7.8,,sales,occupations,,,
347,76,27.9,,6.2,,aide,,,,
86,77.4,12.1,,5.3,,supervisor,,,,
1426,77.7,4.5,,9.7,,waiter,,,,
2727,79.2,15.8,,9.9,,cashier,,,,
959,79.4,15.4,,7.7,,records,processing,financial,,
18389,79.5,12.2,,7.8,,administrative,support,occupations,clerical,
1648,79.7,12.9,,6.6,,technician,,,,
653,79.9,9,,5.1,,manager,,,,
285,80,6.8,,6.9,,assistant,,,,
