TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
152,0.7,5.2,1.2,37.7,,brickmason,blockmason,stonemason,,
178,0.7,2.5,1.7,67.7,,installer,taper,,,
66,0.9,11.7,7.8,18.7,,worker,,,,
73,1.3,12.2,3.6,31,,mechanic,installer,repairer,,
211,1.5,6,2.6,15.8,,technician,mechanic,,,
466,1.5,9.1,3,20.2,,mechanic,installer,,,
347,1.5,6.5,3.7,14.1,,mechanic,specialist,,,
133,1.6,3,0.6,15.4,,installer,repairer,,,
375,1.7,8.9,0.9,14.9,,engineer,operator,,,
66,1.8,2.7,2.9,16,,worker,,,,
880,1.9,8.7,3.2,27.7,,technician,mechanic,,,
222,1.9,5.2,0.7,50.7,,roofer,,,,
170,1.9,5.1,0.5,59.7,,installer,finisher,,,
56,2,9.3,0,13.1,,operator,,,,
914,2.2,6.8,2.6,21.1,,electrician,,,,
125,2.2,3.4,1.8,29.6,,repairer,,,,
52,2.4,24,3.1,5.4,,conductor,,,,
637,2.7,8.4,0.9,27.1,,pipelayer,plumber,pipefitter,steamfitter,
1292,2.8,5.1,1.5,37.3,,carpenter,,,,
58,2.9,14.3,4.6,23.5,,installer,,,,
52,3,5.2,5.5,9.8,,engineer,operator,,,
65,3,4.4,1.1,53.5,,mason,finisher,worker,,
318,3.3,8.5,1.3,11.6,,firefighter,,,,
682,3.4,7.5,1.2,24.8,,supervisor,worker,,,
2051,3.5,8.6,1.6,46.7,,laborer,,,,
8325,3.5,7.3,1.6,36.4,,construction,extraction,occupations,,
113,3.6,12.7,0.4,13.3,,worker,,,,
108,3.7,6.6,5,11.4,,programmer,operator,,,
59,3.7,5.9,1.4,43.3,,worker,,,,
579,3.8,9.4,3.2,20.1,,worker,,,,
4862,3.9,9.1,3.3,20.3,,installation,maintenance,repair,occupations,
408,4.1,8.7,2.5,18.1,,mechanic,,,,
184,4.5,12.5,2.3,24.7,,installer,repairer,,,
152,4.8,10.5,4.8,12.4,,mechanic,technician,,,
55,4.8,3.7,0.3,3.4,,tool,die,makers,,
51,4.9,11.6,3.9,14.7,,operator,,,,
52,5,7.9,1.8,10.3,,millwrights,,,,
63,5.2,6.3,0,10.6,,operator,,,,
592,5.3,8.8,2.3,22.8,,worker,,,,
14343,5.4,7.7,2.2,31.9,,natural,resources,construction,maintenance,occupations
375,5.6,7,4.9,11.5,,machinist,,,,
51,5.7,11.7,1.8,18.8,,repairer,,,,
50,5.7,3.4,4.5,35.2,,helper,,,,
1273,6.3,8.2,0.9,43.6,,worker,,,,
351,6.6,5.1,11.6,8.4,,engineer,,,,
96,6.7,8.5,1.6,18.5,,worker,,,,
3608,6.7,18.1,2.9,20.5,,driver,worker,,,
53,6.8,6.6,3.5,10.9,,technician,,,,
140,6.8,6.7,2.3,28.9,,worker,,,,
90,7.5,11.4,1.9,26.1,,worker,,,,
141,7.5,2.6,3.4,2.2,,pilot,engineer,,,
131,7.6,15.8,4.9,15,,installer,repairer,,,
99,7.6,18.2,3.6,29.7,,collector,,,,
65,8,7.7,1.1,21.3,,carpenter,,,,
110,8,8.4,3.5,9.7,,operator,,,,
179,8,8.1,0.9,27.1,,worker,,,,
272,8.2,9.9,1.5,16.1,,supervisor,installer,repairer,mechanic,
571,8.7,25.8,1.7,31.4,,operator,,,,
599,8.9,8.1,0.6,55.5,,painters,construction,maintenance,,
106,9.2,13.1,10.3,14.1,,architect,,,,
285,9.3,7.5,1.1,28.1,,supervisor,worker,,,
51,9.4,1.2,1.3,28.4,,supervisor,worker,,,
83,9.9,7.6,0.4,5.6,,supervisor,,,,
994,10,3.5,2.5,13.9,,manager,,,,
105,10.4,8.3,6.8,12.8,,inspector,,,,
171,10.6,13,1.8,41.8,,worker,,,,
73,11.1,11,1,8.1,,operator,,,,
285,11.6,7.3,19.9,8.7,,engineer,,,,
69,11.6,11.9,12.6,11.4,,repairer,,,,
154,11.7,6,11.8,6.7,,manager,,,,
142,12,10.4,1.3,19.8,,salesperson,,,,
119,12,9.1,7.9,14,,technician,operator,,,
60,12.7,18.8,2.5,25.2,,worker,,,,
134,13.8,6.5,14.5,7.3,,engineer,,,,
582,13.9,5.4,20.6,9.8,,engineer,,,,
475,13.9,5.9,12.2,8.4,,engineer,,,,
184,14,11.7,9.3,15.9,,teller,repairer,,,
127,14.3,3.1,5.8,8.1,,estimator,,,,
87,14.4,4,17.1,2.4,,engineer,,,,
83,14.8,19.3,5.7,31,,attendant,,,,
3305,15.7,6.8,13.3,9.2,,architecture,engineering,occupations,,
70,15.8,17.3,0.3,13.9,,operator,,,,
344,16,19.4,1.4,34.8,,cleaners,vehicles,equipment,,
60,16.3,10.7,0.6,12.7,,operator,editor,,,
790,16.8,29.5,13.1,23.6,,driver,,,,
125,17.1,16.6,7.6,12.9,,analyst,,,,
66,17.2,10.6,5.5,18.6,,operator,,,,
281,17.3,9.6,2.4,17.3,,manager,,,,
716,17.6,12.6,1.5,17,,officer,,,,
10063,18.2,20,4.1,22.9,,transportation,material,moving,occupations,
88,18.4,12.1,13.7,14.5,,attendant,,,,
1815,18.7,5.8,37.7,5.1,,developer,,,,
392,19.5,14.5,8.2,26,,worker,,,,
496,19.8,12.1,8.3,12.7,,technician,drafter,,,
454,20.3,8.5,21.8,8.7,,programmer,,,,
413,20.7,12.2,5.9,7.7,,clergy,,,,
402,20.7,17.4,4.4,21.4,,courier,messenger,,,
264,21,16.1,4.2,28.9,,dishwasher,,,,
844,21.3,12.2,3.8,17.2,,supervisor,worker,,,
206,21.5,19.4,6.7,20.3,,supervisor,worker,,,
937,21.5,29.6,3.5,18.8,,guard,officer,,,
2235,21.5,19.8,2.7,23.1,,laborer,mover,,,
474,22,14.3,16.4,26,,chef,cook,,,
133,22.1,7.2,4,23.1,,operator,,,,
3128,22.1,20.3,2.2,15.3,,protective,service,occupations,,
274,22.4,5.4,5.5,10.9,,manager,,,,
77,22.8,5.7,38.4,10.2,,engineer,,,,
18628,23,16.9,5,23,,production,transportation,material,moving,occupations
137,23,31.1,4.5,29,,barber,,,,
164,23,12.7,1.9,8.4,,investigator,,,,
113,23.3,3.5,2.7,14.7,,drafter,,,,
808,23.6,12.7,14.1,9.7,,computer,occupations,,,
866,24.2,2.6,1.2,54,,worker,,,,
245,24.3,7.9,9.4,5.9,,engineer,,,,
92,24.3,26.2,12.4,30.6,,porter,concierge,,,
962,24.5,0.9,1,5.7,,manager,,,,
208,24.5,6.3,8.8,8.5,,architect,,,,
78,25,20.7,2.2,11.3,,supervisor,worker,,,
1156,25.2,4.4,1.8,47.6,,farming,fishing,forestry,occupations,
5352,25.8,8.7,23.1,7.8,,computer,mathematical,occupations,,
199,26.1,9.7,11.7,8.5,,network,computer,systems,administrators,
547,26.4,10.5,12.7,11.3,,specialist,,,,
297,26.9,17.1,6.2,37.3,,worker,,,,
1247,27.1,6.5,5.7,14.4,,supervisor,worker,,,
1281,27.2,5.9,3.9,10.9,,sales,representatives,wholesale,manufacturing,
1602,27.6,4.1,5.8,6.2,,chief,executives,,,
61,28,2.8,5.3,6.4,,chiropractors,,,,
1141,28.6,16.1,5.7,24.6,,worker,,,,
8565,28.6,13.3,6,23.1,,production,occupations,,,
654,28.7,9.6,15.8,4.7,,manager,,,,
231,30,5.4,7.5,11.9,,securities,commodities,financial,services,sales
372,30.1,34.2,1.7,12.3,,bailiff,officer,jailer,,
106,30.2,6.8,16.7,6.2,,database,administrators,,,
557,30.4,7.7,5,12.3,,sales,representatives,services,,
58,30.4,15.7,5.3,19.2,,announcers,,,,
1058,30.6,6.6,3.5,12.5,,manager,,,,
56,30.8,10.6,6.3,12.2,,technician,,,,
154,31.7,15.5,2.7,8.2,,logisticians,,,,
551,32.1,6.9,8.6,6.3,,advisor,,,,
54,32.6,17.2,4,30.3,,worker,helper,,,
50,32.8,5,0.3,7.3,,worker,,,,
119,33,4.8,7.4,12.4,,scientist,geoscientist,,,
206,33.5,10.5,0.8,11.5,,technician,paramedic,,,
147,33.8,18.1,7,38.8,,worker,,,,
162,33.9,0.8,23.6,7.2,,dentists,,,,
345,34.2,8.6,11.7,8.3,,analyst,,,,
563,34.9,15.5,4.2,25.1,,clerk,,,,
345,35.3,9.3,4.3,10.8,,worker,,,,
802,35.6,11.5,5.4,17.5,,inspector,,,,
5299,36,7.5,6.8,10.3,,manager,,,,
1240,36.4,5.9,5.7,5.8,,lawyer,,,,
1001,36.4,19.7,9.6,21.7,,assembler,,,,
331,36.6,19.6,5.5,14.4,,postal,service,mail,carriers,
202,36.7,12.4,3.9,9.7,,worker,,,,
2265,37.2,18.2,3.4,31.6,,janitor,,,,
1512,37.5,18.2,5,23.1,,clerk,,,,
210,39.3,10.8,5.4,15.5,,attendant,worker,,,
18985,40,7.8,6.1,10.7,,management,occupations,,,
663,40.1,9.7,20.3,8.3,,analyst,,,,
338,40.5,12.6,6.2,34.2,,attendant,helper,bartender,,
1098,40.8,8.2,18,7.6,,surgeon,,,,
193,41.4,6.7,12,4.6,,developer,,,,
352,41.6,15,3.2,27.5,,supervisor,worker,,,
2031,41.7,18.1,6.2,36.7,,cook,,,,
5746,42,14.9,2.9,38.2,,building,grounds,cleaning,maintenance,occupations
84,42,2.7,4.1,8.3,,appraiser,,,,
184,42,10.5,3.2,10.9,,manager,,,,
950,42.1,7.5,13.7,8.6,,analyst,,,,
97,42.5,7,13.7,8.2,,chemist,scientist,,,
186,42.5,6.4,3.5,8,,producers,directors,,,
97,42.6,18.3,6.6,15.8,,clerk,,,,
152,42.7,6.8,8.3,9.7,,analyst,,,,
227,42.8,14.4,5.9,10,,manager,,,,
58,42.8,0,32.3,4.9,,assistant,,,,
284,42.9,10.6,1.1,13.9,,worker,,,,
211,43.2,9.1,4.1,10.3,,supervisor,worker,,,
61,43.6,1.7,5.5,5.3,,tour,travel,guides,,
298,43.7,3.4,25.7,7.1,,scientist,,,,
26981,44.1,8.4,7,10.4,,management,business,financial,operations,occupations
97,44.6,26.7,0.4,15.8,,officer,specialist,,,
93,45.1,6.9,9.7,9.3,,analyst,reporter,,,
93,45.1,19.6,27.3,12.2,,worker,,,,
546,45.3,27,3.1,15,,driver,,,,
3232,45.5,9.5,5.5,14.7,,supervisor,worker,,,
1249,46.5,9.8,9.6,19.8,,manager,,,,
57,46.8,17.9,8.7,15.9,,specialist,,,,
157538,47,12.3,6.5,17.6,,,,,,
780,47.3,8.9,4.5,12.8,,manager,,,,
66,47.3,10.6,8.5,21.1,,weighers,measurers,checkers,samplers,recordkeeping
1386,47.4,7,15.1,8.3,,teacher,,,,
72,47.5,11.9,9.1,19.4,,operator,,,,
97,47.6,23.5,3,17.7,,investigator,,,,
104,47.7,3.4,14.4,8.7,,scientist,,,,
226,47.8,6.9,3.5,14.6,,wholesale,retail,buyers,farm,products
279,48.5,9.9,4.2,10.3,,purchasing,agents,wholesale,retail,farm
1184,48.5,6.1,5.6,8.9,,manager,,,,
3105,48.5,12.4,4.5,18.7,,salesperson,,,,
72,48.6,5.1,2.3,13.4,,directors,religious,activities,education,
52,48.6,17.6,1.3,21,,guard,,,,
15582,48.8,11.2,5.4,16.7,,sales,occupations,,,
3285,49,7.7,5.9,11.6,,arts,design,entertainment,sports,media
188,49.3,8.6,3.5,12.3,,photographers,,,,
1485,49.4,6.3,14.4,9.5,,life,physical,social,science,occupations
139,49.4,6.4,0.7,14.7,,lifeguard,worker,,,
133,49.5,12.5,4.3,12.1,,practitioner,,,,
162,49.5,7,9.3,14.6,,manager,,,,
190,49.7,10.8,3.7,13.7,,advertising,sales,agents,,
68,49.8,24,4.1,14.2,,clerk,operator,,,
101,50.4,8,20.2,20.1,,assembler,,,,
595,50.6,10.1,5.6,13.4,,insurance,sales,agents,,
105,51.1,5.9,5.4,6.2,,underwriter,,,,
64218,51.8,9.6,8.7,10.1,,management,professional,occupations,,
170,51.8,7.3,27.8,8.8,,scientist,,,,
101,52.4,8.2,21.1,7.7,,statisticians,,,,
70,52.5,13.4,4.8,8.6,,worker,,,,
125,52.5,15.4,4,10.6,,specialist,,,,
1955,52.7,8.3,6.1,9.5,,legal,occupations,,,
464,53.1,6.3,2.8,16.5,,bartender,,,,
261,53.1,14.2,2.5,15.2,,dispatchers,,,,
76,53.3,42.3,17.8,5.8,,operator,,,,
112,53.3,18.2,9.9,18.3,,clerk,,,,
1194,53.5,8.5,9.4,11.4,,manager,,,,
403,53.9,12.2,4.2,11.6,,counselor,officer,,,
152,54,8.6,15,13.4,,technician,,,,
7996,54,9.9,9,9.5,,business,financial,operations,occupations,
983,54,5.7,9,11,,designers,,,,
248,54,4.5,3.8,11.1,,worker,,,,
8378,54.5,13.9,6.9,27,,food,preparation,serving,occupations,
262,54.6,20.4,6.3,37.3,,operator,,,,
628,54.8,19,7.7,41.5,,packers,packagers,hand,,
96,55.1,35.8,13,6.7,,clerk,,,,
1015,56.5,7.3,3.3,8.8,,teacher,,,,
369,56.6,5.9,11.4,7.2,,analyst,specialist,,,
55,56.9,0.7,7,9,,manager,,,,
597,57.4,14.9,4.8,22.6,,supervisor,worker,,,
37237,57.4,10.5,10,9.9,,professional,occupations,,,
26978,57.6,17.1,5.9,25,,service,occupations,,,
297,57.7,14,3.3,12.5,,clerk,,,,
269,57.7,10.3,10.9,10.5,,specialist,,,,
61,57.8,11.8,2.9,8.8,,writer,,,,
63,58.6,4.6,2,12.3,,animal,trainers,,,
119,58.9,27.9,9.1,13.5,,clerk,,,,
1095,58.9,7.9,5.2,10.7,,real,estate,brokers,sales,agents
200,59.2,11.3,5.2,18.6,,attendant,,,,
1079,59.3,13.2,8.3,28.1,,worker,,,,
135,59.5,9.4,1.2,24.9,,worker,,,,
298,59.5,10.2,6.1,10.5,,officer,,,,
119,59.7,10.9,3.8,15.4,,clerk,,,,
91,60,4.6,10.5,17.7,,technician,,,,
228,60.4,11.7,9.6,30.7,,baker,,,,
51,60.4,19.3,12.2,3.6,,analyst,,,,
341,60.4,10.5,22,2.7,,pharmacist,,,,
33370,60.6,13,5.2,17.1,,sales,office,occupations,,
178,61.7,14.3,7,18.1,,worker,,,,
1964,61.7,8.5,12,8.9,,accountant,auditor,,,
318,62.1,19.5,4.4,9.5,,appraiser,examiner,investigator,,
97,62.3,16.6,5.6,15.2,,tax,preparers,,,
372,62.4,19.6,5.4,19.9,,worker,,,,
82,62.7,7.3,1.6,36.2,,food,batchmakers,,,
147,63.3,3,2.4,10.6,,editor,,,,
440,63.3,10.8,3.4,10.2,,worker,,,,
101,63.4,6.8,6.5,7.2,,assistant,aide,therapist,,
225,63.5,5.9,3.4,4.8,,writer,,,,
137,63.6,9.9,5.8,13.6,,specialist,,,,
2552,64.2,17.7,5.3,19.6,,customer,service,representatives,,
88,64.5,21.3,3.6,49.9,,graders,sorters,agricultural,products,
1017,64.6,11.7,6.1,11.6,,teacher,instructor,,,
152,65,19.6,13.7,16.3,,technician,,,,
191,66.1,19.2,6.6,21.6,,food,servers,nonrestaurant,,
118,66.4,14.6,11.2,35.3,,worker,,,,
112,66.8,23.2,8.9,8.6,,therapist,,,,
93,67.2,5.1,2.5,5.2,,fundraisers,,,,
2717,67.5,20.1,3.6,13,,community,social,service,occupations,
958,67.7,15.3,3.3,11.8,,education,administrators,,,
304,67.9,5.9,14.1,4,,therapist,,,,
206,68.1,25.7,7.1,13.7,,healthcare,support,occupations,medical,equipment
470,68.2,12.3,3.2,10.6,,manager,,,,
104,68.3,0,6.1,1.6,,veterinarian,,,,
1306,68.5,13.4,3.7,13.3,,supervisor,worker,,,
213,68.5,4.5,19.8,13,,supervisor,worker,,,
53,69.2,25.8,12.8,12.1,,examiner,collector,,,
677,69.7,12.7,5.7,11.8,,manager,,,,
398,70,12.8,5.8,9.7,,technician,,,,
78,70.8,22.5,2.5,21.9,,specialist,educator,worker,,
131,70.8,4.5,6.8,8.6,,assistant,,,,
17789,70.9,14.5,5,17.5,,office,administrative,support,occupations,
3164,71.2,17.9,7.3,24.1,,cashier,,,,
2038,71.3,11.1,7.6,23.4,,waiter,,,,
73,71.4,8,0.4,1.4,,manager,,,,
179,72.4,11,15.3,35.4,,operator,,,,
193,72.5,13.2,8,13.9,,worker,,,,
189,72.6,12.6,3.5,12.2,,worker,,,,
69,72.7,5.1,4.7,8.3,,worker,,,,
62,73.3,11.3,3.1,16,,models,demonstrators,product,promoters,
250,73.4,14.7,6.5,20.3,,data,entry,keyers,,
770,73.5,13.8,7.1,13.8,,worker,,,,
9455,73.6,10.2,5.3,11,,education,training,library,occupations,
323,73.8,15.3,10,13,,technician,,,,
618,74.6,15.5,3.4,13.6,,worker,,,,
116,74.6,21.6,7.4,22.3,,clerk,,,,
321,74.7,11.1,7.1,10.1,,manager,,,,
51,75,19,3.7,6,,specialist,,,,
296,75.1,5,2.1,12.5,,nonfarm,animal,caretakers,,
95,75.3,14.5,1.2,17.3,,clerk,,,,
9684,75.4,12.5,9.6,9,,practitioner,,,,
134,75.4,25.1,12.2,37.9,,worker,,,,
86,75.4,9.5,23.7,20.9,,tailors,dressmakers,sewers,,
927,75.7,21.2,2.7,12.7,,counselor,,,,
116,76.8,16.3,4.3,13.3,,clerk,,,,
99,76.9,13.4,2.3,22.8,,clerk,,,,
5968,76.9,16.1,10.1,18.2,,personal,care,service,occupations,
146,78.7,8.8,7.4,11.9,,planner,,,,
710,79,15.6,5.4,16.5,,practitioner,technician,,,
238,79,25.5,4.3,16.4,,assistant,,,,
234,79.7,5.8,3.5,10.3,,psychologist,,,,
179,79.9,6,3.2,9.8,,librarian,,,,
70,80.1,22.2,1.1,23,,eligibility,interviewers,government,programs,
3604,80.5,10.2,2.6,10.2,,teacher,,,,
116,80.8,30.2,1.3,17.8,,collector,,,,
60,81.2,12.7,3.8,18.5,,assistant,,,,
110,81.3,17.5,5.4,15.3,,attendant,,,,
88,81.4,12,8.9,12.6,,assistant,,,,
235,81.4,12.2,5.1,11.9,,therapist,,,,
269,81.7,21.8,2.4,15.5,,clerk,,,,
823,81.9,23,3.7,14.3,,worker,,,,
322,82.1,8.6,4,17.7,,hosts,hostesses,restaurant,lounge,coffee
59,82.7,2.1,0.4,3.7,,assistant,,,,
1355,82.7,13.6,8.6,20.9,,clerk,,,,
175,83.1,16.8,4.1,14.2,,clerk,,,,
183,83.6,8.8,13.1,11.1,,therapist,,,,
294,84.7,9.9,4.8,20,,teller,,,,
155,85.2,8.4,6.9,17.9,,clerk,,,,
131,85.5,18.1,4.7,18.3,,interviewers,eligibility,loan,,
409,85.5,7.7,59.2,11.6,,worker,,,,
1458,85.6,25.1,8.4,21.6,,aide,,,,
57,86,12.6,3.3,16.1,,word,processors,typists,,
82,86,9.5,7.1,6.7,,travel,agents,,,
331,86.7,9.2,3.5,6.5,,teacher,,,,
3758,86.9,26.7,5.1,19.1,,healthcare,support,occupations,,
225,87.8,12.2,9.9,2.6,,practitioner,nurse,,,
136,88,10.2,12.4,10.2,,therapist,,,,
2086,88.3,37.2,4.4,17.6,,aide,,,,
1015,88.5,6.9,5.4,13,,clerk,,,,
3242,88.9,12.4,9.2,7.2,,nurse,,,,
1475,89,17.4,4.1,49.2,,maids,housekeeping,cleaners,,
124,89.3,24.6,2.9,14.9,,phlebotomist,,,,
1288,89.3,15.4,4.6,21.8,,receptionist,clerk,,,
459,89.5,10.3,4.7,15.7,,clerk,,,,
444,89.6,11.8,6.7,17.7,,paralegal,assistant,,,
999,89.7,13.4,4.1,18,,assistant,teacher,,,
687,90.8,27,3.3,13.8,,nurse,,,,
128,92.1,15.2,5.9,9,,nutritionist,,,,
803,92.3,13.9,6.1,17,,hairdresser,,,,
596,92.7,15.3,4.8,29,,assistant,,,,
2688,93.2,8.7,3.5,13.4,,assistant,,,,
185,93.3,17.5,6,14.4,,technician,,,,
1193,93.4,17.4,3.3,24.6,,worker,,,,
284,94.9,6.7,3.1,28.9,,assistant,,,,
180,95.8,3.9,2.2,6.7,,pathologist,,,,
208,96,5.1,5,11.3,,hygienist,,,,
655,98.7,15.7,5.2,14.9,,teacher,,,,
