TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
50,0,12.5,0,46.6,,mason,finisher,worker,,
63,0.7,7.9,1,22.7,,installer,,,,
211,0.8,6.4,2.1,12.4,,technician,mechanic,,,
389,0.9,8.1,1.8,18.7,,mechanic,specialist,,,
79,1.3,8.8,9.4,10.6,,engineer,operator,,,
472,1.4,7.6,2.9,21.5,,mechanic,installer,,,
164,1.6,4.6,0.6,70.2,,installer,taper,,,
152,1.8,5,1.6,30.9,,repairer,,,,
143,1.9,9.3,1.5,35.5,,brickmason,blockmason,stonemason,,
164,1.9,8.4,0.7,46.4,,installer,finisher,,,
342,2,7.5,0.3,17.4,,engineer,operator,,,
916,2.1,8.8,4.1,26,,technician,mechanic,,,
1375,2.2,6.2,2.3,39.1,,carpenter,,,,
60,2.2,6.3,4.4,22.9,,worker,,,,
887,2.4,8.2,1.8,23.3,,electrician,,,,
442,2.4,9.3,3.3,15.4,,mechanic,,,,
60,2.5,8.7,1.9,38.9,,worker,,,,
201,2.6,6.6,1.8,56.3,,roofer,,,,
58,2.6,1,3.1,8.5,,worker,,,,
51,2.7,0.6,0.1,15.7,,mechanic,,,,
147,2.8,7.7,1.3,23.3,,worker,,,,
93,2.8,12.9,2.3,31.1,,mechanic,installer,repairer,,
76,3.2,4.3,1,12.9,,technician,,,,
8338,3.4,7.1,1.6,37,,construction,extraction,occupations,,
507,3.5,12.7,3.1,19,,worker,,,,
634,3.5,4.2,0.8,23,,supervisor,worker,,,
641,3.5,8.2,1.3,26.6,,pipelayer,plumber,pipefitter,steamfitter,
164,3.6,9.1,5,19.4,,mechanic,technician,,,
5012,3.7,9.4,3.3,20.1,,installation,maintenance,repair,occupations,
2110,3.7,7.5,1.6,47.6,,laborer,,,,
105,3.9,12.2,0.7,12.7,,worker,,,,
210,3.9,13.1,4.2,19.2,,installer,repairer,,,
137,4.1,10,0.9,12.1,,installer,repairer,,,
65,4.9,6.7,0.8,18.1,,operator,,,,
306,5.1,8.9,1.1,7.4,,firefighter,,,,
14471,5.1,7.6,2.2,31.9,,natural,resources,construction,maintenance,occupations
633,5.4,8.3,1.4,25,,worker,,,,
77,5.6,13.3,1.7,35.9,,helper,,,,
50,5.7,1.8,1.7,12.4,,tool,die,makers,,
280,5.9,7.4,1.6,12.9,,supervisor,installer,repairer,mechanic,
68,6,12.3,3.6,8.3,,operator,,,,
344,6.4,7.2,5.8,13.6,,machinist,,,,
65,6.5,5.7,3.3,14.4,,carpenter,,,,
3549,6.6,16.3,3.2,20.9,,driver,worker,,,
1328,6.7,7.5,1,45,,worker,,,,
167,7,9.4,3.6,24.4,,worker,,,,
53,7.1,15,5.6,13.4,,conductor,,,,
607,7.2,5.7,2.3,54.9,,painters,construction,maintenance,,
101,7.2,7.6,1.4,9.4,,operator,,,,
1021,7.7,3.1,2.4,15.3,,manager,,,,
254,8,6.5,1.5,26.2,,supervisor,worker,,,
631,8.1,21.5,1.7,30.2,,operator,,,,
79,8.4,10.6,0,12.2,,worker,,,,
119,9,2.7,4.2,6.8,,pilot,engineer,,,
79,9.1,15.7,0.3,20,,worker,,,,
269,9.4,8.4,17.8,8.1,,engineer,,,,
165,9.4,11.2,1.8,36,,worker,,,,
107,9.7,7.1,1.5,19.1,,programmer,operator,,,
87,9.7,17.1,7.8,44.2,,attendant,,,,
61,9.9,12.6,4.1,8.2,,operator,,,,
114,10.3,9.4,14.7,9.9,,architect,,,,
127,10.4,9.2,2.8,19.3,,salesperson,,,,
333,10.9,3.5,15,5.5,,engineer,,,,
75,11.3,7.5,0.5,11.2,,operator,,,,
156,11.5,5,9.9,4.6,,manager,,,,
120,12.4,11.5,5.7,16.3,,technician,operator,,,
576,12.7,5.9,15.4,9.2,,engineer,,,,
65,13.2,12.8,7.7,12.2,,repairer,,,,
147,13.4,7.1,17.6,7.8,,engineer,,,,
136,13.6,16,8.8,19.1,,installer,repairer,,,
185,13.7,14,7.6,14.7,,teller,repairer,,,
108,14,7.7,2.2,8.4,,inspector,,,,
117,14.1,1.9,4,10.5,,estimator,,,,
91,14.5,23.5,2.8,28.6,,collector,,,,
456,14.8,4.4,9.3,7.9,,engineer,,,,
329,15.2,19.8,2,32.9,,cleaners,vehicles,equipment,,
728,15.4,12.7,2.1,13.5,,officer,,,,
3263,15.9,6.5,11.9,8.9,,architecture,engineering,occupations,,
303,16,7.2,4.4,13.7,,manager,,,,
82,16.1,9.5,1.7,15.7,,operator,editor,,,
72,16.3,8.9,17.3,1.9,,engineer,,,,
60,16.5,0.4,0.1,33.6,,supervisor,worker,,,
88,17,9.2,0.4,9.4,,supervisor,,,,
56,17.7,22.3,0.5,18.7,,announcers,,,,
777,18,27.9,14.9,18.3,,driver,,,,
439,18.1,12,6.2,11.1,,technician,drafter,,,
63,18.1,20.8,1.2,21,,operator,,,,
9918,18.1,19.2,4.5,22.3,,transportation,material,moving,occupations,
373,18.3,15,7,22.9,,worker,,,,
71,18.9,6.9,30.9,14.1,,engineer,,,,
1682,19.3,3.9,35.4,5.3,,developer,,,,
832,19.6,10.2,4.3,18.9,,supervisor,worker,,,
51,19.9,24.3,0.1,25.7,,worker,,,,
102,20.5,9.5,7.7,20.8,,attendant,,,,
133,20.6,4.8,4.6,11,,drafter,,,,
132,21,30.2,5.3,27.3,,barber,,,,
63,21.1,0.9,4,3,,chiropractors,,,,
293,21.1,21.1,4.3,20.3,,courier,messenger,,,
477,21.2,9.3,19.4,7.8,,programmer,,,,
204,21.2,12.1,8.5,9.3,,network,computer,systems,administrators,
2106,21.4,18.9,3.1,22,,laborer,mover,,,
732,21.9,11.4,14.9,9.5,,computer,occupations,,,
427,22,17.2,16.6,26.6,,chef,cook,,,
264,22,6.3,6,12.5,,manager,,,,
415,22.4,12.5,4.3,6.4,,clergy,,,,
86,22.4,22.1,1.8,8.7,,supervisor,worker,,,
958,22.4,30.7,3.9,16.8,,guard,officer,,,
3203,22.5,20.1,2.4,13.8,,protective,service,occupations,,
92,22.6,37.7,10.3,26.1,,porter,concierge,,,
164,22.7,10.2,3.6,20.6,,operator,,,,
246,23,4.9,9,7.4,,engineer,,,,
18539,23.1,16.6,5.1,22.8,,production,transportation,material,moving,occupations
217,23.2,19.5,6.7,14.2,,supervisor,worker,,,
833,23.4,3.6,1.7,52.8,,worker,,,,
263,24.3,13.2,5.7,27.9,,dishwasher,,,,
1121,24.3,3.8,2.2,46,,farming,fishing,forestry,occupations,
164,24.4,10.2,1,11.2,,investigator,,,,
97,24.9,12.3,8.5,6.8,,analyst,,,,
68,25.3,8.9,3,17.6,,technician,,,,
5126,25.6,8.4,22,7.5,,computer,mathematical,occupations,,
991,25.8,0.9,1.4,5.1,,manager,,,,
1573,26.9,3.5,5.9,6.1,,chief,executives,,,
623,27,5.8,14.3,6.6,,manager,,,,
60,27.5,11.4,8.4,30.6,,worker,,,,
1273,27.6,4.1,2.9,11.2,,sales,representatives,wholesale,manufacturing,
566,28.1,12.6,12,9.8,,specialist,,,,
265,28.3,20.8,6.4,32.4,,worker,,,,
1257,28.5,6.9,6.4,15,,supervisor,worker,,,
8621,28.8,13.5,5.8,23.4,,production,occupations,,,
578,29.1,15.2,3.1,23.6,,clerk,,,,
201,29.2,11.3,2.3,7.1,,producers,directors,,,
1107,29.5,16.6,4.1,26.4,,worker,,,,
406,29.6,29,1.2,13.7,,bailiff,officer,jailer,,
239,29.7,4.5,11.5,10.1,,architect,,,,
516,30,6.5,2.9,7.5,,sales,representatives,services,,
1037,31.7,7.5,4.8,10.5,,manager,,,,
53,31.8,13.9,4.3,37.9,,worker,helper,,,
231,31.8,6.3,6.8,11.9,,securities,commodities,financial,services,sales
80,32.3,13.3,1.2,6.7,,worker,,,,
208,32.5,5.4,8.9,7.2,,developer,,,,
100,33.1,7.8,1.1,8.4,,scientist,geoscientist,,,
537,33.5,5,6.9,6.6,,advisor,,,,
214,33.9,11.9,2.2,13.9,,technician,paramedic,,,
2342,34.1,19.1,3.5,32.8,,janitor,,,,
161,34.2,7.4,3,13,,manager,,,,
359,34.9,10.7,2.4,11.8,,worker,,,,
202,35,15.1,5.9,10.5,,worker,,,,
4827,35.4,7.8,6.5,9.9,,manager,,,,
162,35.7,1.6,17.6,4.3,,dentists,,,,
1064,36.6,19.9,9.5,19.1,,assembler,,,,
807,36.6,13.9,6,19.1,,inspector,,,,
158,37,22.6,4.8,39.4,,worker,,,,
128,37.3,12.1,8.1,10.1,,logisticians,,,,
1199,37.4,5.5,4.9,6.1,,lawyer,,,,
1527,37.4,19.7,4.5,22.9,,clerk,,,,
652,37.5,10,20.4,7.9,,analyst,,,,
118,37.7,4.2,16.8,7.7,,chemist,scientist,,,
108,37.9,8.2,16.7,9.5,,database,administrators,,,
210,38.3,7.7,5.5,16.8,,attendant,worker,,,
56,38.9,9.5,4,18.1,,weighers,measurers,checkers,samplers,recordkeeping
302,39.8,23.6,6.9,13.3,,postal,service,mail,carriers,
18263,40,7.6,5.9,10.3,,management,occupations,,,
1094,40.3,7.6,19.8,7.4,,surgeon,,,,
114,40.6,20.4,5.8,24.6,,clerk,,,,
307,40.7,8.1,14.1,5.5,,analyst,,,,
5854,41.3,14.8,3.1,38.8,,building,grounds,cleaning,maintenance,occupations
944,41.3,8.3,12.3,6.5,,analyst,,,,
63,41.5,20.6,2.5,20.5,,clerk,operator,,,
2067,41.8,17.6,6.3,34.7,,cook,,,,
339,42.4,15.9,3.6,25.1,,supervisor,worker,,,
65,43.6,6.4,2.9,13.4,,tour,travel,guides,,
599,43.8,29.4,3.8,15.1,,driver,,,,
305,43.9,4.7,26,6.1,,scientist,,,,
25850,44,8.2,6.8,9.8,,management,business,financial,operations,occupations
187,44.4,10.4,4.1,10.2,,supervisor,worker,,,
3366,44.6,10.2,5.3,13.9,,supervisor,worker,,,
219,45.3,9,4,10.7,,manager,,,,
84,45.3,10.7,4,4.2,,appraiser,,,,
309,45.7,13.5,6,29.2,,attendant,helper,bartender,,
54,46,2.1,9.1,8.5,,optometrists,,,,
117,46.3,6.5,4,9.7,,lifeguard,worker,,,
1529,46.7,7.1,12.8,8.7,,life,physical,social,science,occupations
244,46.7,8,5,7.6,,purchasing,agents,wholesale,retail,farm
3362,46.8,7.4,5.5,11.8,,arts,design,entertainment,sports,media
155761,46.9,12.3,6.3,17.3,,,,,,
104,47.5,1.6,13.7,3.6,,scientist,,,,
1083,47.6,6.7,5.4,9.7,,manager,,,,
152,47.7,9.1,11.5,11.2,,technician,,,,
208,47.8,6.8,5.8,11.4,,photographers,,,,
102,47.8,10.6,30.3,6.7,,worker,,,,
275,48.4,8.7,4.5,7.2,,worker,,,,
58,48.6,10.1,0,15.5,,manager,,,,
3147,48.7,12.6,5.1,18.2,,salesperson,,,,
1417,49,7.9,13.7,7.3,,teacher,,,,
78,49.1,13.2,8.2,17.7,,clerk,,,,
131,49.1,10.9,9.8,9.9,,analyst,,,,
1273,49.2,10.7,10,18.5,,manager,,,,
124,49.2,12.2,15.1,22.5,,assembler,,,,
15806,49.4,11,5.3,16.3,,sales,occupations,,,
96,49.5,15.7,3.3,20.2,,investigator,,,,
717,49.7,7.3,4.6,13.6,,manager,,,,
221,50.4,10.4,4.8,14.9,,advertising,sales,agents,,
193,50.7,10.7,5.7,11.1,,wholesale,retail,buyers,farm,products
68,51,11.3,9.7,8,,worker,,,,
619,51.4,8.7,5.3,11.6,,insurance,sales,agents,,
62436,51.5,9.6,8.5,9.7,,management,professional,occupations,,
1891,51.6,7.3,4.7,9.9,,legal,occupations,,,
79,51.7,8.7,4.1,15.2,,analyst,reporter,,,
169,52.1,9.5,20.7,8.6,,scientist,,,,
137,52.1,10.2,4.1,10.8,,practitioner,,,,
232,52.2,6,5.8,9.6,,worker,,,,
160,52.2,1.7,4.4,10.3,,editor,,,,
984,53,3.7,7.2,13.1,,designers,,,,
66,53.2,26.5,1.9,20.9,,guard,,,,
281,53.7,11.3,5.4,6.9,,officer,,,,
54,53.8,7.5,11,12.2,,manager,,,,
7587,53.8,9.8,9.1,8.7,,business,financial,operations,occupations,
90,53.8,15.3,25.5,3.7,,statisticians,,,,
269,54,9.4,7.3,12.5,,clerk,,,,
350,54.1,7.6,4.3,13,,counselor,officer,,,
87,54.2,10.1,13.2,19.9,,technician,,,,
120,54.4,15.3,2.9,8.7,,specialist,,,,
607,54.5,19.8,7.9,42.6,,packers,packagers,hand,,
120,54.9,40.9,8.3,8.6,,clerk,,,,
1231,55.2,8.1,7.4,9.4,,manager,,,,
8220,55.5,14.8,6.5,25.9,,food,preparation,serving,occupations,
277,55.8,22.3,7.6,38.9,,operator,,,,
69,55.9,8.3,5.6,4.8,,writer,,,,
153,56,11.1,10.2,11.5,,manager,,,,
1072,56.2,6.4,6.1,10.8,,real,estate,brokers,sales,agents
58,56.6,41.1,4.4,11.7,,operator,,,,
36586,56.8,10.5,9.6,9.6,,professional,occupations,,,
113,56.8,16.7,5.1,13.1,,tax,preparers,,,
104,56.9,27,0.6,15.9,,officer,specialist,,,
563,57.2,17.8,2.8,16.8,,supervisor,worker,,,
474,57.2,7.3,2.9,15.1,,bartender,,,,
344,57.4,19.1,3.7,10.9,,appraiser,examiner,investigator,,
26854,57.5,17.3,6.1,24.4,,service,occupations,,,
76,57.8,8.2,10.6,8.3,,directors,religious,activities,education,
85,57.8,7.6,5.3,44.2,,graders,sorters,agricultural,products,
1062,58,7.3,2.6,9,,teacher,,,,
76,59.2,6.9,4,5.1,,worker,,,,
236,59.3,15.8,9,9.4,,specialist,,,,
128,59.4,17.3,5.3,21.9,,clerk,,,,
227,59.6,5.4,4,4.5,,writer,,,,
119,59.7,13.7,5.3,6.2,,underwriter,,,,
355,60.2,5.8,11.6,11.4,,analyst,specialist,,,
497,60.5,15.6,4.3,9.2,,worker,,,,
1929,60.6,9.3,12.7,7.6,,accountant,auditor,,,
293,60.7,15.2,2.8,13.3,,dispatchers,,,,
158,60.9,10.6,1.3,22.8,,worker,,,,
988,61,15.9,6.2,26.2,,worker,,,,
33461,61.1,12.8,4.9,16.6,,sales,office,occupations,,
219,61.1,12.8,7.3,29.5,,baker,,,,
905,61.9,11.4,6.1,10.5,,teacher,instructor,,,
92,61.9,9.2,7.7,23.2,,clerk,,,,
51,62.2,11.2,14.5,13.8,,analyst,,,,
322,63,17.8,3.5,21,,worker,,,,
80,63.3,11.2,7.3,22,,food,batchmakers,,,
348,63.4,7.2,23.1,4.4,,pharmacist,,,,
2563,63.7,17.8,4.7,19.1,,customer,service,representatives,,
108,63.8,17.3,13.9,11.6,,therapist,,,,
73,63.8,16.8,9.5,10.7,,operator,,,,
204,64,26.4,8.6,11.9,,healthcare,support,occupations,medical,equipment
54,64.5,28.9,2.7,12.3,,clerk,,,,
58,65.3,23.3,3.7,22.9,,telemarketers,,,,
140,65.7,7.1,4.9,10,,specialist,,,,
139,66.5,24.1,14.4,12.3,,technician,,,,
2680,66.5,20.4,3.9,12.1,,community,social,service,occupations,
955,66.9,14.4,3.4,10.5,,education,administrators,,,
88,67.4,6.1,6.7,7.1,,assistant,aide,therapist,,
346,67.9,11.8,5.6,14.7,,technician,,,,
171,68.1,17.8,5.4,15.3,,worker,,,,
131,68.6,13.7,5.9,21.8,,clerk,,,,
202,68.8,15.3,4.9,18,,attendant,,,,
437,69.1,13.8,4,7.6,,manager,,,,
96,69.3,7.7,3.2,5.4,,fundraisers,,,,
286,69.5,7.4,14.3,4.3,,therapist,,,,
2020,69.9,10.7,7.6,22.6,,waiter,,,,
226,70.2,25.5,8.4,22.2,,food,servers,nonrestaurant,,
664,70.7,10.5,7,13.2,,worker,,,,
111,70.8,6,16,24.9,,worker,,,,
122,71.1,24,1.4,21.3,,collector,,,,
102,71.2,0,4.1,2.3,,veterinarian,,,,
143,71.5,20.1,7.1,43.1,,worker,,,,
17655,71.6,14.4,4.6,16.9,,office,administrative,support,occupations,
1450,71.7,11.2,3.5,13.5,,supervisor,worker,,,
895,72,22.2,3.9,12.7,,counselor,,,,
639,72,11.5,5,9,,manager,,,,
132,72.1,2.9,5.1,8.2,,assistant,,,,
60,72.1,8.8,7.2,13.4,,models,demonstrators,product,promoters,
55,72.6,1.7,4.4,10.5,,animal,trainers,,,
