TotalEmployed,Women,AfricanAmerican,Asian,HispanicLatino,none,label1,label2,label3,label4,label5
71,0.3,8.1,,6.4,,metalworker,,,,
167,0.7,5.9,,12.3,,repairer,,,,
113,0.8,9.5,,8.2,,engineer,,,,
330,0.8,8.3,,8.6,,mechanic,,,,
130,0.9,6.3,,11.6,,extractive,occupations,,,
106,1.1,18.2,,3,,rail,transportation,,,
1398,1.2,5.1,,15,,carpenter,,,,
160,1.2,4.7,,7,,mechanic,,,,
197,1.3,15.7,,17,,brickmason,stonemason,,,
66,1.3,8.4,,4.4,,timber,cutting,logging,occupations,
357,1.3,7,,11.1,,mechanic,,,,
837,1.4,8.2,,13.8,,mechanic,,,,
236,1.6,11.1,,4.7,,engineer,,,,
1768,1.6,7.2,,11.3,,mechanic,repairer,,,
95,1.7,2.4,,31,,tile,setters,hard,soft,
129,1.7,5.2,,20.8,,installer,,,,
540,1.8,6.7,,11.7,,plumber,pipefitter,steamfitter,,
72,1.8,1.4,,6,,repairer,,,,
223,1.9,11.1,,5.4,,firefighting,,,,
214,1.9,8.3,,19.7,,roofer,,,,
134,2.1,12.8,,7.7,,installer,repairer,,,
105,2.1,5.6,,7.5,,operator,,,,
834,2.3,7.6,,8.7,,electrician,,,,
817,2.3,4.4,,8.5,,supervisor,,,,
163,2.4,15,,3.9,,transportation,occupations,motor,vehicles,
5801,2.5,7,,15,,construction,trades,,,
4985,2.6,7.4,,16,,supervisor,,,,
570,2.7,10.1,,7.3,,repairer,,,,
70,2.8,18.1,,12.7,,pest,control,occupations,,
72,2.8,7.7,,3.4,,millwrights,,,,
241,2.8,10.6,,6.5,,firefighting,fire,prevention,,
143,3.1,2.7,,4.3,,pilot,,,,
107,3.5,19.4,,20.5,,finisher,,,,
187,3.6,6,,32.2,,installer,,,,
195,3.8,11.4,,13.1,,garage,service,station,occupations,
142,3.9,3.7,,3.7,,tool,die,makers,,
74,4,11.7,,4.5,,operator,,,,
248,4,8.2,,8.2,,operator,,,,
920,4.1,11.2,,25.3,,laborer,,,,
73,4.2,5.2,,5.7,,operator,,,,
147,4.2,7.8,,10.4,,mechanic,,,,
70,4.3,11,,8.6,,operator,,,,
57,4.5,11.5,,24.7,,worker,,,,
4604,4.5,8.1,,10.2,,mechanic,repairer,supervisor,,
4868,4.8,8.2,,10,,mechanic,repairer,,,
83,4.9,6.4,,13.3,,repairer,,,,
57,4.9,9.2,,5.6,,water,transportation,,,
